PropertyID,Property Type,Bldg Subtype,Address,Address 2,Address 3,Address 4,City,State,Zip,Bldg Name,Business Park,Improvement District,Market,Submarket,Micromarket,Bldg Type,Building Sub Type,Building Sub Specialty,Bldg Class,Bldg Sub-class,Bldg Size,Bldg Status,Office s.f.,Retail s.f.,Occ Rate,Available s.f.,Asking Rent,Leasing Company,Management Company,Primary Owner,Bldg Number,County,Township,Metropolitan Division,Latitude,Longitude,Submarket Cluster,Custom Cluster,Area Type,Prime?,Full Block?,Building Location,Most Expensive Street?,Atrium?,View,Owner Occupied?,Corp. HQ?,Tenancy,Stories,Story Type,Average Floor Plate Size,Core Factor Multi-tenant,Core Factor Single-Tenant,Total Unit Count,Average Unit Size,Studio Units,1 Bed Units,2 Bed Units,3+ Bed Units,Ceiling Height Feet,Ceiling Height Inches,Parking Type,Parking Ratio,Parking Spaces,Trailer Spaces,Parking-Reserved cost,Parking-Unreserved cost,OpEx & Taxes,OpEx,OpEx Year,Taxes,Energy-star?,Energy Efficiency,Parcel Number,Zoning,Parcel Size (acres),Broke Ground Date,Broke Ground Quarter,Broke Ground Year,Build Date,Build Quarter,Build Year,Upgrade Date,Upgrade Quarter,Upgrade Year,Renovated Broke Ground Date,Renovated Broke Ground Quarter,Renovated Broke Ground Year,Renovated Date,Renovated Quarter,Renovated Year,Demolished Date,Demolished Quarter,Demolished Year,Construction Type,Amenities,List Price,For Sale Listing Company,For Sale Comments,Mezzanine?,Core Type,Office Column Spacing Width,Office Column Spacing Depth,Free Trade Zone?,In-fill,Subway Service,Adjacent to Intermodal?,Walk Score,Transit Score,Bike Score,Crime Grade,Mixed Use,Expansion Potential,Industrial AC,Crane Comments,PAGI Report,eCommerce?
608038,Office,Office,275 N Field Dr,,,,Lake Forest,Illinois,60045,Hospira,,,Chicago,North Lake County,,Office,Office,,A,,"224,828",Existing,,,100%,0,$28.53,JLL,Cole Real Estate Income Strategy Daily Nav Inc.,James E Masterson III,,Lake,,,42.244515,-87.895855,Suburban,,,No,No,,No,No,,Yes- Full,Yes,Single-Tenant,4,Low-Rise,"56,207",,,,,,,,,,,,,,,,,,,,,No,,03-31-279-004,,,1/1/1989,1,1989,1/1/1991,1,1991,,,,,,,,,,,,,,,,,,No,,,,No,,,No,,,,,,No,,,,No
585857,Office,Office,2800 Keslinger Rd,,,,Geneva,Illinois,60134,Keslinger Medical Campus,,,Chicago,Western East-West,,Office,Office,,A,,"21,470",Existing,,,100%,0,$45.50,Tishman Speyer,Hines,Fulcrum Asset Advisors,,Kane,,,41.882919,-88.347021,Suburban,,,No,No,,No,No,,No,No,Multi-Tenant,1,Single-Story,"21,470",,,,,,,,,,,,,,,,,,,,,No,,09-25-103-007,PUD,2,,,,1/1/2016,1,2016,,,,,,,,,,,,,,,,,,No,,,,No,,,No,29,25,,,,No,,,,No
28750,Office,Office,2801 Lakeside Dr,,,,Bannockburn,Illinois,60015,Corporate North @ 2801 Lakeside,,,Chicago,North Lake County,,Office,Office,,A,,"98,680",Existing,"98,680",,80%,"26,495",$16.50,JLL,NAI Hiffman,The Macerich Company,,Lake,,"Lake County-Kenosha County, IL-WI Metropolitan Division",42.202087,-87.884715,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,3,Low-Rise,"32,893",,,,,,,,,,,Surface Lot,4,395,,,,$10.50,$7.79,2014,$2.71,No,No,"17-05-202-003, 004, 005",O,,1/1/1983,1,1983,1/1/1984,1,1984,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28755,Office,Office,28100 Torch Pkwy,,,,Warrenville,Illinois,60555,Cantera Meadows West,,,Chicago,Western East-West,,Office,Office,,A,,"203,842",Existing,"203,842",,97%,"22,703",,American College of Chest Physicians,,BJF Estancia I LLC,,DuPage,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.811871,-88.169075,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,8,Low-Rise,"25,480",,,,,,,,,,,Surface Lot,4,815,,,,$9.48,$8.13,2014,$1.35,No,No,16-33-101-024,SDS4,,7/1/1995,3,1995,1/1/1997,1,1997,,,,,,,1/1/2011,1,2011,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28756,Office,Office,2815 Forbs Ave,,,,Hoffman Estates,Illinois,60192,2815 Forbs,Prairie Stone,,Chicago,Northwest,,Office,Office,,A,,"95,237",Existing,"95,237",,83%,"16,139",$18.00,Central States/ West Higgins Road Subdivision,Waveland Property Group,Bentall Kennedy,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.071727,-88.198252,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,2,Low-Rise,"47,619",,,,,,,,,,,Surface Lot,2.91,277,,,,,,,,Yes,Gold,,,,1/1/2006,1,2006,1/1/2007,1,2007,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
541721,Office,Condo,28160 W Northwest Hwy,,,,Lake Barrington,Illinois,60010,Northwest Professional Bldg,,,Chicago,Northwest,,Office,Condo,,A,,"57,000",Existing,,,92%,"29,478",$23.05,Lincoln Property Company,,Skygroup Investments Llc,,Lake,,,42.179832,-88.183248,Suburban,,,No,No,,No,No,,,No,Multi-Tenant,2,Low-Rise,"28,500",,,,,,,,,,,,5,337,,,,,,2009,$0.38,No,,11-18-119-034-0000,B,,,,,9/1/2008,3,2008,,,,,,,,,,,,,,"Conference / meeting center, Security",,,,No,,,,No,,,No,,,,,,No,,,,No
28759,Office,Office,2850 Golf Rd,,,,Rolling Meadows,Illinois,60008,West Tower,West Tower,,Chicago,Northwest,,Office,Office,,A,,"299,331",Existing,"299,331",,100%,0,$20.00,Hines,Napleton Automotive Group,Cole Real Estate Income Strategy Daily Nav Inc.,,Cook,,,42.052184,-88.015952,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,11,Mid-Rise,"27,020",,,,,,,,,,,,4,,,,,,,,,No,No,11-36-303-006,M-2; Rolling Meadows,,,,,1/1/1976,1,1976,,,,,,,1/1/1990,1,1990,,,,Spec ground-up,,,,,No,,,,No,,More than 1 mile,No,,,,,,No,,,,No
209119,Office,Office,2870 Forbs Ave,,,,Hoffman Estates,Illinois,60192,Prairie Stone Innovation Center,Prairie Stone,,Chicago,Northwest,,Office,Office,,A,,"72,000",Existing,"72,000",,100%,"72,000",,Cushman & Wakefield,John Buck Company,John Marshall Law School,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.075849,-88.199186,Suburban,,Suburban,No,No,,No,No,,No,No,Single-Tenant,2,Low-Rise,"36,000",,,,,,,,,,,Surface Lot,2.17,156,,,,,,,,No,No,,01-33-104-002-0000,,1/1/2007,1,2007,1/1/2008,1,2008,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28762,Office,Office,2895 Greenspoint Pkwy,,,,Hoffman Estates,Illinois,60169,Greenspoint III,Greenspoint Office Park,,Chicago,Northwest,,Office,Office,,A,,"157,764",Existing,"157,764",,74%,"41,173",$26.54,Colliers International,Zeller Realty Group,Cfri Blackhawk Of Halsted LLC,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",42.065194,-88.151724,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,6,Low-Rise,"26,294",,,,,,,,,,,Structured Parking,3.6,565,,,,$8.42,$5.85,2014,$2.57,Yes,Gold,,COMMR,,7/1/1997,3,1997,1/1/1999,1,1999,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
589094,Office,Office,2915 Jorie Blvd,,,,Oak Brook,Illinois,60523,,,,Chicago,Eastern East-West,,Office,Office,,A,,"331,628",Existing,,,25%,"248,721",,Bridge Commercial Real Estate,,Christian Pappas,,DuPage,,,41.837016,-87.948944,Suburban,,,No,No,,No,No,,No,No,Multi-Tenant,4,Low-Rise,"110,542",,,,,,,,,,,,,,,,,,,,,No,,17-16-200-024-0000,C,48,,,,1/1/1988,1,1988,,,,,,,,,,,,,,,,,,No,,,,No,,,No,15,24,,,,No,,,,No
585964,Office,Office,2923 N California Ave,,,,Chicago,Illinois,60618,,,,Chicago,Clybourn Corridor,,Office,Office,,A,,"40,011",Existing,,,100%,0,,Geller Capital Partners LLC,Transwestern,Loeb Partners,,Cook,,,41.934892,-87.697633,Non-CBD,,,No,No,,No,No,,No,No,Multi-Tenant,3,Low-Rise,"16,505",,,,,,,,,,,,1.9,76,,,,,,,,No,,17-16-210-020-0000,,1,,,,11/1/2013,4,2013,,,,,,,,,,,,,,,,,,No,,,,No,,Within 1 mile,No,87,69,,,,No,,,,No
28772,Office,Office,3 Corporate Dr,,,,Long Grove,Illinois,60047,Three Corporate,Kemper Lakes Business Center,,Chicago,North Lake County,,Office,Office,,A,,"308,305",Existing,"308,305",,100%,"25,243",,Savills,Parkway Realty Services,Denise Goring,,Lake,,"Lake County-Kenosha County, IL-WI Metropolitan Division",42.202919,-88.037117,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,3,Low-Rise,"102,768",,,,,,,,,9,,Surface Lot,4.5,1542,,,,$6.94,$5.76,2014,$1.18,Yes,No,12-03-100-034-0000,,,1/1/1989,1,1989,1/1/1991,1,1991,,,,,,,1/1/2007,1,2007,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28776,Office,Office,3 Hawthorn Pkwy,,,,Vernon Hills,Illinois,60061,Three Hawthorn Parkway,Hawthorn Business Park,,Chicago,North Lake County,,Office,Office,,A,,"98,000",Existing,"98,000",,88%,"17,088",$28.83,Sebastian Company Real Estate,,Adventus Realty Trust,,Lake,,"Lake County-Kenosha County, IL-WI Metropolitan Division",42.241136,-87.96559,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,4,Low-Rise,"24,500",,,,,,,,,,,Surface Lot,3.5,343,,,,$9.17,$6.53,2014,$2.64,Yes,No,27-15-101-011-0000,OR&D,,1/1/1988,1,1988,1/1/1989,1,1989,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28773,Office,Office,3 Lincoln Ctr,,,,Oakbrook Terrace,Illinois,60181,Three Lincoln Centre,Lincoln Centre,,Chicago,Eastern East-West,Oak Brook,Office,Office,,A,,"180,311",Existing,"180,000",,100%,0,,"PWA Real Estate, LLC",Golub & Company,MCZ Development Corporation,,DuPage,,,41.846776,-87.985142,Suburban,,Suburban,No,No,,No,No,,Yes- Partial,No,Multi-Tenant,6,Low-Rise,"30,000",,,,,,,,,,,Structured Parking,4,,,,,,,2014,$1.70,No,No,,"B-1, Oakbrook Terr.",9,,,,1/1/2001,1,2001,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,More than 1 mile,No,59,37,,,,No,,,,No
28774,Office,Office,3 Overlook Pt,,,,Lincolnshire,Illinois,60069,Three Overlook Point,Lincolnshire Corporate Center,,Chicago,North Lake County,,Office,Office,,A,,"290,143",Existing,"290,143",,100%,0,,Zeller Realty Group,,JF McKinney & Associates,,Lake,,"Lake County-Kenosha County, IL-WI Metropolitan Division",42.187511,-87.933647,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,6,Low-Rise,"48,357",,,,,,,,,,,Surface Lot,3.5,1015,,,,,,2014,$1.65,No,No,"17-09-310-001-0000, 17-09-310-007-0000",,,1/1/1989,1,1989,1/1/1991,1,1991,,,,,,,1/1/2015,1,2015,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28775,Office,Office,3 Parkway N,,,,Deerfield,Illinois,60015,Three Parkway North,Parkway North Center,,Chicago,North Lake County,,Office,Office,,A,,"257,555",Existing,"255,407",,86%,"61,220",$26.50,JLL,Orchard Evangelical Free Church,"EverWest Real Estate Investors, LLC",,Lake,,"Lake County-Kenosha County, IL-WI Metropolitan Division",42.162907,-87.879333,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,5,Low-Rise,"51,607",,,,,,,,,,,Surface Lot,4,1022,,,,$11.20,$7.74,2014,$3.46,Yes,No,45-07-32-477-013.000-026,Commercial/Office,,1/1/1995,1,1995,1/1/1997,1,1997,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28777,Office,Office,3 Westbrook Corporate Ctr,,,,Itasca,Illinois,60143,Westbrook Tower III,Hamilton Lakes,,Chicago,Eastern East-West,,Office,Office,,A,,"220,070",Existing,"216,096",,90%,"35,558",$31.00,GlenStar Properties,CBRE,Barings Real Estate Advisors,,DuPage,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.846218,-87.903746,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,5,Mid-Rise,"40,500",,,,,,,,,,,Surface Lot,3.5,756,,,,$11.94,$7.04,2011,$4.91,Yes,No,15-36-421-012,R1-PUD,,7/1/1987,3,1987,1/1/1987,1,1987,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
4812,Office,Office,30 S Wacker Dr,,,,Chicago,Illinois,60606,CME Center,CME Center,,Chicago,West Loop,Wacker West,Office,Office,,A,,"1,200,000",Existing,"1,200,000",,86%,"58,758",,NAI Hiffman,Alcatel Lucent,Great Lakes Credit Union,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.881173,-87.637379,CBD,,Urban,No,Yes,,Yes,No,Water,No,No,Multi-Tenant,40,Skyscraper,"28,500",,,,,,,,,9,,Underground Garage,0.07,500,,,,$20.57,,2019,,Yes,Gold,07-03-105-002,61,,1/1/1980,1,1980,1/1/1983,1,1983,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,Within 1 mile,No,,,,,,No,,,,No
28782,Office,Office,300 Knightsbridge Pkwy,,,,Lincolnshire,Illinois,60069,300 Knightsbridge,Lincolnshire Corporate Center,,Chicago,North Lake County,,Office,Office,,A,,"115,246",Existing,"115,246",,65%,"66,217",,Cushman & Wakefield,NAI Hiffman,State Bank of Countryside,,Lake,,"Lake County-Kenosha County, IL-WI Metropolitan Division",42.191551,-87.934372,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,5,Low-Rise,"24,118",,,,,,,,,,,Surface Lot,4.1,486,,,,$8.95,$2.47,2011,$6.48,Yes,Silver,04-04-100-011-0000,,,7/1/1981,3,1981,1/1/1983,1,1983,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
269677,Office,Office,300 N Field Dr,,,,Lake Forest,Illinois,60045,Cadence at Conway Park,Conway Park,,Chicago,North Lake County,,Office,Office,,A,,"139,915",Existing,"137,300",,24%,"105,711",$49.00,Bradford Allen Realty Services,JLL,Valley Equity Group,,Lake,,"Lake County-Kenosha County, IL-WI Metropolitan Division",42.244854,-87.899178,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,3,Low-Rise,"35,237",,,,,,,,,,,Surface Lot,4.14,439,,,,,,,,No,No,11-18-123-012-0000,11-36-301-018,,7/1/2005,3,2005,1/1/2007,1,2007,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28784,Office,Office,300 N Milwaukee Ave,,,,Vernon Hills,Illinois,60061,Continental Executive Park III,Continental Executive Park,,Chicago,North Lake County,,Office,Office,,A,,"75,444",Existing,"75,444",,0%,"75,444",$48.11,,Urban Innovations,LaSalle Investment Management,,Lake,,"Lake County-Kenosha County, IL-WI Metropolitan Division",42.232368,-87.944626,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,3,Low-Rise,"25,148",,,,,,,,,,,Surface Lot,4.84,365,,,,,,,,No,No,16-31-101-039,15-03-302-030,,1/1/1999,1,1999,1/1/2000,1,2000,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28785,Office,Office,300 Park Blvd,,,,Itasca,Illinois,60143,300 Park,Hamilton Lakes,,Chicago,Northwest,,Office,Office,,A,,"220,070",Existing,"220,070",,80%,"44,733",,Sterling Bay,Tishman Speyer,Illinois Medical District Comm,,DuPage,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.990185,-88.02182,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,5,Low-Rise,"40,500",,,,,,,,,,,Surface Lot,4,880,,,,$9.78,$7.33,2014,$2.45,Yes,No,17-09-413-001-0000,C,,7/1/1985,3,1985,1/1/1987,1,1987,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
4828,Office,Office,300 S Riverside Plz,,,,Chicago,Illinois,60606,Riverside Plaza,,,Chicago,West Loop,,Office,Office,,A,-,"1,048,357",Existing,"1,048,357",,93%,"94,019",$40.00,Cushman & Wakefield,EQ Office,Dwight Avram Builders,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.877379,-87.638712,CBD,,Urban,No,No,,No,No,Water,No,No,Multi-Tenant,23,High-Rise,"45,580",,,,,,,,,9,,No Parking,0.02,25,,,,$20.27,,2019,,Yes,Gold,15-10-102-031,"BPD, Chicago",,1/1/1980,1,1980,1/1/1983,1,1983,1/1/2017,1,2017,,,,,,,,,,Spec ground-up,"Coffee bar, Fitness center, Bike storage, Conference / meeting center, Lounge / Library / Study",,,,No,Center,,,No,,Within 1 mile,No,,,,,,No,,,,No
4829,Office,Office,300 S Wacker Dr,,,,Chicago,Illinois,60606,300 S Wacker,,,Chicago,West Loop,Wacker West,Office,Office,,A,,"535,726",Existing,"561,865",,94%,"116,737",$32.90,Colliers International,,Wickman Properties,,Cook,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.877625,-87.63708,CBD,,Urban,No,No,,Yes,No,Water,No,No,Multi-Tenant,35,High-Rise,"14,641",,,,,,,,,,,Underground Garage,0.03,17,,,,$17.59,,2019,,Yes,Gold,25-18-304-056-0000,"B7-6, Chicago",,1/1/1969,1,1969,1/1/1971,1,1971,,,,,,,1/1/1990,1,1990,,,,Spec ground-up,"Conference / meeting center, Fitness center",,,,No,Center,,,No,,Within 1 mile,No,,,,,,No,,,,No
28787,Office,Office,300 Tower Pkwy,,,,Lincolnshire,Illinois,60069,300 Tower,Lincolnshire Corporate Center,,Chicago,North Lake County,,Office,Office,,A,,"175,545",Existing,"175,545",,0%,"175,545",$42.00,Alter Group,Colliers International,Van Vlissingen & Company,,Lake,,"Lake County-Kenosha County, IL-WI Metropolitan Division",42.186806,-87.929123,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,5,Low-Rise,"35,109",,,,,,,,,,,Surface Lot,4.2,735,,,,$8.76,$6.24,2014,$2.52,No,No,08-05-207-034,15-22-405-005,,7/1/1991,3,1991,1/1/1993,1,1993,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
370826,Office,Office,300 Windsor Dr,,,,Oak Brook,Illinois,60523,BTS,,,Chicago,Eastern East-West,Oak Brook,Office,Office,,A,,"228,000",Existing,,,100%,0,$28.00,,Colliers International,Zeller Realty Group,,DuPage,,,41.851193,-87.925049,Suburban,,,No,No,,No,No,,Yes- Partial,No,Single-Tenant,4,Low-Rise,"57,000",,,,,,,,,,,,2.19,500,,,,,,,,No,No,17-15-101-006-0000,,21,,,,1/1/2017,1,2017,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,More than 1 mile,No,21,37,,,,No,,,,No
28793,Office,Office,3000 Finley Rd,,,,Downers Grove,Illinois,60515,Corridors Four,Corridors Four,,Chicago,Eastern East-West,,Office,Office,,A,,"225,000",Proposed Long-Term,"225,000",,,0,,,,Dell Computer Corporation,,DuPage,,,41.833261,-88.02572,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,7,Low-Rise,"35,000",,,,,,,,,,,,,,,,,,,,,No,No,03-11-200-006-0000,,,,,,,,,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,More than 1 mile,No,,,,,,No,,,,No
28794,Office,Office,3000 Lakeside Dr,,,,Bannockburn,Illinois,60015,Bannockburn Corporate Center,,,Chicago,North Lake County,,Office,Office,,A,,"209,421",Existing,"209,628",,93%,"14,044",,Sterling Bay,JLL,Transamerica Comm Fin,,Lake,,"Lake County-Kenosha County, IL-WI Metropolitan Division",42.202526,-87.882682,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,3,Low-Rise,"69,807",,,,,,,,,,,Surface Lot,3.82,801,,,,$8.74,$5.88,2014,$2.86,No,No,17-16-104-005-6001,"O, Bannockburn",,7/1/1999,3,1999,8/1/2001,3,2001,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
540518,Office,Office,3000 N Halsted St,,,,Chicago,Illinois,60657,Illinois Masonic Medical Office Center,,,Chicago,Clybourn Corridor,,Office,Office,,A,,"142,955",Existing,,,83%,"24,348",$19.00,CBRE,JLL,Loeb Partners Realty LLC,,Cook,,,41.936965,-87.649585,Non-CBD,,,No,No,,No,No,,No,No,Multi-Tenant,8,Low-Rise,"17,720",,,,,,,,,,,,,,,,,,,,,No,,,,1,,,,1/1/1993,1,1993,,,,,,,,,,,,,,,,,,No,,,,No,,Within 1/4 mile,No,94,85,,,,No,,,,No
28795,Office,Condo,3000 Woodcreek Dr,,,,Downers Grove,Illinois,60515,Woodcreek 3000,Woodcreek 3000,,Chicago,Eastern East-West,,Office,Condo,,A,,"36,000",Existing,"36,000",,100%,0,,Cushman & Wakefield | Commercial Advisors LLC,Zeller Realty Group,Lone Star Funds,,DuPage,,,41.831037,-88.0356,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,3,Low-Rise,"12,000",,,,,,,,,,,Surface Lot,4,144,,,,,,,,No,No,"08-04-100-022, 08-04-100-025",C,2,,,,11/1/2007,4,2007,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,More than 1 mile,No,36,30,,,,No,,,,No
28796,Office,Office,3001 Butterfield Rd,,,,Oak Brook,Illinois,60523,Butterfield Centre,Butterfield Centre,,Chicago,Eastern East-West,Oak Brook,Office,Office,,A,,"90,785",Demolished,"90,785",,,0,,JP Morgan Chase & Company,Walton Street Capital,Physicians Realty Trust,,DuPage,,,41.841599,-87.992384,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,3,Low-Rise,"31,102",,,,,,,,,,,Surface Lot,4,,,,,,,,,No,No,,"ORA-1, Oak Brook",,,,,1/1/1980,1,1980,,,,,,,1/1/1999,1,1999,,,,Spec ground-up,,,,,No,,,,No,,More than 1 mile,No,,,,,,No,,,,No
28797,Office,Office,3003 Butterfield Rd,,,,Oak Brook,Illinois,60523,Butterfield Centre,Butterfield Centre,,Chicago,Eastern East-West,Oak Brook,Office,Office,,A,,"90,785",Demolished,"90,785",,,0,$33.11,O'Donnell Commercial Real Estate Inc.,NAI Hiffman,"Highland Management Associates, Inc.",,DuPage,,,41.841592,-87.99241,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,3,Low-Rise,"31,102",,,,,,,,,,,Surface Lot,4,,,,,,,,,No,No,12-10-103-023-0000,,,,,,1/1/1989,1,1989,,,,,,,1/1/1999,1,1999,,,,Spec ground-up,,,,,No,,,,No,,More than 1 mile,No,,,,,,No,,,,No
28801,Office,Office,3005 Highland Pkwy,,,,Downers Grove,Illinois,60515,Highland Landmark V,Highland Landmark,,Chicago,Eastern East-West,,Office,Office,,A,,"255,200",Existing,"250,545",,86%,"34,465",$33.69,Sterling Bay,,Pacific Realty Associates,,DuPage,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.832001,-88.007742,Suburban,,Suburban,No,No,,No,No,,No,No,Multi-Tenant,8,Low-Rise,"31,318",,,,,,,,,,,Structured Parking,4,1002,,,,$8.41,$5.91,2014,$2.50,Yes,No,,"OR, Downers Grove",,1/1/2006,1,2006,4/1/2008,2,2008,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
4838,Office,Office,301 S Wacker Dr,,,,Chicago,Illinois,60606,,,,Chicago,West Loop,Wacker West,Office,Office,,A,,"1,002,807",Proposed Short-Term,,,,0,,GlenStar Properties,Ondeo Nalco Center,,,Cook,,"Chicago-Joliet-Naperville, IL",41.877781,-87.636035,CBD,,Urban,No,No,,Yes,No,Water,No,No,Multi-Tenant,41,Skyscraper,"30,000",,,,,,,,,,,,,,,,,,,,,No,No,"07-12-100-008, 07-12-100-010, 07-12-100-017-0000",,,,,,,,,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,3 Blocks or More,No,,,,,,No,,,,No
28804,Office,Office,3010 Highland Pky,,,,Downers Grove,Illinois,60515,Highland Landmark III,Highland Landmark Park,,Chicago,Eastern East-West,,Office,Office,,A,,"275,197",Existing,"275,197",,59%,"111,458",$29.10,,Lincoln Property Company,"Calamos Asset Management, Inc.",,DuPage,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.83205,-88.008995,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,9,Low-Rise,"30,577",,,,,,,,,,,"Has parking, but numerous types",3.6,990,,,,$11.61,$9.36,2016,$2.25,Yes,No,,"B-3, Downers Grove",,1/1/1998,1,1998,1/1/2000,1,2000,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,,,,,,No,,,,No
28806,Office,Office,3025 Highland Pky,,,,Downers Grove,Illinois,60515,Highland Landmark II,Highland Landmark,,Chicago,Eastern East-West,,Office,Office,,A,,"284,278",Existing,"284,278",,64%,"103,551",$22.82,RN Realty,Colliers International,Trustmark Companies,,DuPage,,"Chicago-Aurora-Joliet, IL Metropolitan Division",41.834171,-88.004722,Suburban,,Suburban,No,No,,No,Yes,,No,No,Multi-Tenant,8,Low-Rise,"34,180",,,,,,,,,13,,"Has parking, but numerous types",4,1137,,,,$11.41,$8.51,2017,$2.90,Yes,No,06-13-311-038,"N/Av, Downers Grove",,1/1/1996,1,1996,1/1/1998,1,1998,,,,,,,,,,,,,Spec ground-up,,,,,No,Center,,,No,,More than 1 mile,No,33,39,,,,No,,,,No
397658,Office,Medical,303 E Army Trail Rd,,,,Bloomingdale,Illinois,60108,Willowlake Center,Willowlake Center,,Chicago,Northwest,,Office,Medical,,A,,"67,000",Existing,"67,000",,65%,"23,675",,CTK Chicago Partners,Transwestern,Dougherty Real Estate Equity Advisors LLC,,DuPage,,,41.935728,-88.059457,Suburban,,,No,No,,No,No,,No,No,Multi-Tenant,4,Low-Rise,"16,750",,,,,,,,,,,,,,,,,$7.40,$5.45,2014,$1.95,No,No,28-35-202-009-0000,,,,,,1/1/1996,1,1996,,,,,,,,,,,,,Spec ground-up,,,,,No,,,,No,,,No,,,,,,No,,,,No
578512,Office,Office,303 E Main St,,,,Barrington,Illinois,60010,,,,Chicago,Northwest,,Office,Office,,A,,"29,197",Existing,,,83%,"4,929",$24.00,CBRE,Hamilton Partners,ECD Company,,Cook,,,42.15417,-88.132873,Suburban,,,No,No,,No,No,,No,No,Multi-Tenant,3,Low-Rise,"9,732",,,,,,,,,,,,2.12,59,,,,,,,,No,,,B-5,0,,,,1/1/2000,1,2000,,,,,,,,,,,,,,,,,,No,,,,No,,,No,91,31,,,,No,,,,No
