PropertyID,Bldg Type,Bldg Subtype,Tenant,Tenant Industry Cluster,Tenant Industry,Tenant Sub Industry,Sublessor Company,Lease Industry Cluster,Lease Industry,Lease Sub Industry,Local Industry,Address,City,State,Zip,Bldg Name,Business Park,Market,Submarket,Micromarket,Bldg Class,Bldg Sub-class,Lease Size,Suite,Floor(s),View Space,Space Use Type,Space Use SubType,Space Condition,Dock Configuration Type,Term (mos),Date on Market,Sign Date,Commencement Date,Move-in Date,Expiration Date,Lease Type,Asking Rent,First Year Rent p.s.f.,Rent Type,Effective Rent p.s.f.,Average Rent p.s.f.,Escalation,Escalation Frequency,Escalation Type,Escalation Amount,Free Rent (mos),Free Rent ($),Free Rent Type,TIs p.s.f.,Improvement Comments,Renewal Option Date,Renewal Option Notification Date,Early Termination Notification Date,Submarket Cluster,Custom Cluster,Bldg Size,Bldg Status,Multi-floor?,Entire floor?,Transaction Type,Footprint,Previous Lease s.f.,Bldg Leasing Company,Agency Broker Company,Tenant Broker Company,Current Landlord,Property Management Company,Amenities,Amenity Comments,Lease Status,Encumbrances ?,Verification,Full Lease?,Followup Required?,Corp. HQ?,Total Lease Value,OpEx and Taxes p.s.f.,Taxes,Insurance,Parking Type,Parking Ratio,Parking Spaces,Parking Reserved Charges,Parking Unreserved Charges,Improvement Allowance Comments,Parking Secured,Construction Type,Construction Materials,Industrial AC,Crane Served?,Crane Count,Crane Capacity,Crane Hook Height,Crane Comments,Broke Ground Date,Build Date,Renovated Date,Latitude,Longitude,Most Expensive Street?,Prior Address,Prior Building Name,Prior Submarket,Tenant SIC Code,Tenant NAICS Code,Lease SIC Code,Lease NAICS Code
4385,Office,Office,Arkadin,"Construction, Machinery & Materials",Construction & Building Materials,Chemical/Materials,,"Construction, Machinery & Materials",Construction & Building Materials,Chemical/Materials,,200 W Madison St,Chicago,Illinois,60606,200 West Madison,,Chicago,West Loop,,A,,"3,231",,21,,Office,Office,,,91,,7/11/2017,9/1/2017,9/1/2017,3/31/2025,Direct,,$20.20,Full Service Gross,$19.32,,Annual 1.00%,Annual,Percent,0.0100,7,,N,$0.00,,,,,CBD,,"1,066,900",Existing,No,No,New Lease,,,JLL,JLL,Newmark Knight Frank,American Realty Advisors,NAI Hiffman,,,Occupied,No,,No,No,No,,,,$6.81,,,,,,,No,Spec ground-up,,,,,,,,1/1/1980,1/1/1983,,41.882192,-87.634349,No,,,,,,,
4385,Office,Office,Viamedia,Nonprofit,Nonprofit,Nonprofit,,Nonprofit,Nonprofit,Nonprofit,,200 W Madison St,Chicago,Illinois,60606,200 West Madison,,Chicago,West Loop,,A,,"3,811",850,8,,Office,,,,120,,7/7/2017,11/1/2017,11/1/2017,10/31/2027,Direct,,$20.00,NNN,$2.34,,Stepped $0.60,Stepped,Amount,0.6000,10,,,$0.00,,11/1/2027,10/31/2026,,CBD,,"1,066,900",Existing,No,No,New Lease,,,Cushman & Wakefield,Behringer Harvard,Transwestern,Sheffield Management,Zeller Realty Group,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1980,1/1/1983,,41.882192,-87.634349,No,,,,,,,
4829,Office,Office,Slalom Consulting,Professional and Business Services,Legal Services,Law Firms,,Professional and Business Services,Legal Services,Law Firms,,300 S Wacker Dr,Chicago,Illinois,60606,300 S Wacker,,Chicago,West Loop,Wacker West,A,,"11,177",1700,17,,,,,,60,,7/1/2017,7/1/2017,7/1/2017,6/30/2022,Direct,,$21.00,N,,$21.00,Annual $0.50,Annual,Amount,0.5000,9,,Full Service Gross,$10.00,,,,,CBD,,"535,726",Existing,No,No,Renewal,,,JLL,Telos Group,,"New York Life Real Estate Investors, GE Capital","EQ Office Management, LLC",,,Occupied,No,,No,No,No,,$14.08,$8.84,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1969,1/1/1971,1/1/1990,41.877625,-87.63708,Yes,,,,,,,
335618,Office,Creative,Regus,Professional and Business Services,"Advertising, Communications, PR Marketing and Digital Design, Printers, Exhibitors","Advertising, Communications, PR Marketing and Digital Design, Printers, Exhibitors",,Professional and Business Services,"Advertising, Communications, PR Marketing and Digital Design, Printers, Exhibitors","Advertising, Communications, PR Marketing and Digital Design, Printers, Exhibitors",,333 N Green St,Chicago,Illinois,60607,GR333N,Green Street Campus,Chicago,Fulton Market,,A,,"252,600",,13-19,,Office,Creative,,,168,,7/1/2017,3/1/2020,3/1/2020,2/28/2034,Direct,,$35.00,N,,,Annual 2.50%,Annual,Percent,0.0250,9,,N,$100.00,,,,,CBD,,"555,524",Under Construction,Yes,Yes,Relocation,Shrinking,330000,CBRE,JLL,,"Callahan Capital Properties, Ivanhoé Cambridge",GlenStar Properties,,,Signed,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,6/1/2018,11/1/2019,,41.887845,-87.649363,No,350 N Orleans St,River North Point,River North,,,,
28222,Office,Office,WiPro,Professional and Business Services,"Accounting, Consulting, Research, Strategy and Advisory",Accounting and Consulting,,Professional and Business Services,"Accounting, Consulting, Research, Strategy and Advisory",Accounting and Consulting,,1400 Opus Pl,Downers Grove,Illinois,60515,Executive Towers West III,Executive Towers West,Chicago,Eastern East-West,,A,,"9,758",,9,,Office,Office,,,104,,7/1/2017,10/1/2017,10/1/2017,6/1/2026,Direct,,$15.25,N,,,Annual $0.50,Annual,Amount,0.5000,8,,Full Service Gross,$50.00,,,,,Suburban,,"225,152",Existing,No,No,Relocation,,,JLL,JLL,Colliers International,Lone Star Funds,"Dolan Associates, LTD.",,,Occupied,No,,No,No,No,,$9.90,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1985,1/1/1987,1/1/1990,41.830238,-88.023986,No,,,,,,,
4829,Office,Office,Telos Group,"Construction, Machinery & Materials",Construction & Building Materials,Chemical/Materials,,"Construction, Machinery & Materials",Construction & Building Materials,Chemical/Materials,,300 S Wacker Dr,Chicago,Illinois,60606,300 S Wacker,,Chicago,West Loop,Wacker West,A,,"6,527",920,9,,,,,,80,,7/1/2017,8/1/2017,8/1/2017,3/31/2024,Direct,,$26.00,N,$2.39,,Stepped $0.78,Stepped,Amount,0.7800,5,,,$11.15,,4/1/2024,3/31/2023,,CBD,,"535,726",Existing,No,No,Relocation,,,CBRE,Hines,Savills,Piedmont Office Realty Trust,EQ Office,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1969,1/1/1971,1/1/1990,41.877625,-87.63708,Yes,,,,,,,
29475,Office,Office,Coca Cola,,,,,,,,,9550 W Higgins Rd,Rosemont,Illinois,60018,Pointe O'Hare I,Pointe O'Hare,Chicago,O'Hare,,A,,"11,420",400,4,,Office,Office,1st Generation,,,,7/1/2017,10/1/2017,10/1/2017,,Direct,,,Full Service Gross,,,,Annual,Percent,,,,,,,,,,Suburban,,"270,512",Existing,No,No,New Lease,Growing,,CBRE,JLL,,"Alcion Ventures L.P., Alcion Ventures",JLL,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1999,1/1/2001,,41.993845,-87.86435,No,,,,,,,
28482,Office,Office,Expedia,,,,,,,,,2 Pierce Pl,Itasca,Illinois,60143,Two Pierce Place,,Chicago,Northwest,,A,,"4,552",,13,,Office,Office,,,96,,6/30/2017,10/1/2017,10/1/2017,9/30/2025,Direct,,$14.50,N,,,Annual $0.50,Annual,Amount,0.5000,7,,,$43.70,,,,,Suburban,,"485,556",Existing,No,No,New Lease,,,Transwestern,Telos Group,JLL,The 601W Companies,JLL,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1989,1/1/1991,,41.987304,-88.015026,No,,,,,,,
4655,Office,Office,EGS,"Construction, Machinery & Materials",Construction & Building Materials,Equipment Rental & Leasing,,"Construction, Machinery & Materials",Construction & Building Materials,Equipment Rental & Leasing,,233 S Wacker Dr,Chicago,Illinois,60606,Willis Tower,,Chicago,West Loop,Wacker West,A,,"91,887",,"50,51, 52",,Office,Office,,,180,,6/30/2017,11/1/2018,11/1/2018,10/31/2033,Direct,,$27.00,N,,,Annual $0.50,Annual,Amount,0.5000,15,,Full Service Gross,$130.00,,,,,CBD,,"3,781,045",Existing,Yes,Yes,Relocation,Stable,,JLL,Tishman Speyer,JLL,Sumitomo Mitsui Trust Bank,JLL,,,Occupied,No,,Yes,No,Yes,,$18.50,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1970,1/1/1973,8/1/2019,41.878859,-87.636016,Yes,,,,,,,
28515,Office,Office,Illinois Health and Hospital Association,,,,,,,,,2015 Spring Rd,Oak Brook,Illinois,60523,Commerce Plaza II,Commerce Plaza,Chicago,Eastern East-West,Oak Brook,A,,"1,008",,,,Office,Office,,,3,,6/30/2017,7/1/2017,7/1/2017,9/30/2017,Direct,,$12.86,Full Service Gross,,,,Annual,Amount,,,,,,,,,,Suburban,,"168,000",Existing,No,No,Renewal,,,Hamilton Partners,CBRE,Newmark Knight Frank,Beacon Capital Partners,Hines,,,Expired,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1978,1/1/1980,1/1/1987,41.850019,-87.946467,No,,,,,,,
4297,Office,Office,Xtracom,,,,,,,,,190 S LaSalle St,Chicago,Illinois,60603,190 S LaSalle Street,,Chicago,Central Loop,,A,,"2,123",570,5,,Office,,,,12,,6/30/2017,11/1/2017,11/1/2017,10/31/2018,Direct,,$20.93,N,$20.93,,Annual $0.00,Annual,Amount,0.0000,0,,,$5.00,,,,,CBD,,"798,782",Existing,No,No,Renewal,,,Lincoln Property Company,JLL,Newmark Knight Frank,Office Properties Income Trust,Sterling Bay,,,Expired,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1985,1/1/1986,,41.879717,-87.63261,No,,,,,,,
28515,Office,Office,Wheat Ridge Ministries,,,,,,,,,2015 Spring Rd,Oak Brook,Illinois,60523,Commerce Plaza II,Commerce Plaza,Chicago,Eastern East-West,Oak Brook,A,,"1,008",,,,Office,,,,3,,6/30/2017,7/1/2017,7/1/2017,9/30/2017,Direct,,$12.86,Full Service Gross,,,$0.00,,Amount,0.0000,0,,,$0.00,,,,,Suburban,,"168,000",Existing,No,No,Renewal,,,Tishman Speyer,Telos Group,CBRE,"Alcion Ventures L.P., Alcion Ventures",Arden Realty,,,Expired,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1978,1/1/1980,1/1/1987,41.850019,-87.946467,No,2015 Spring Rd,Commerce Plaza II,Eastern East-West,,,,
6219,Office,Office,Westwind Mortgage Bancorp,Finance,Real Estate,REIT/Investor,,Finance,Real Estate,REIT/Investor,,980 N Michigan Ave,Chicago,Illinois,60611,One Magnificent Mile,,Chicago,North Michigan Avenue,,A,,"2,231",1815,2 & 3,,,,,,90,,6/28/2017,10/1/2017,10/1/2017,3/31/2025,Direct,,$17.00,N,$1.84,,Annual $0.50,Annual,Amount,0.5000,5,,,$60.00,,4/1/2025,6/30/2024,,CBD,,"401,032",Existing,No,No,Relocation,,,JLL,Cushman & Wakefield,,CIM Group,Transwestern,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1978,1/1/1980,,41.900585,-87.624719,No,,,,,,,
3136,Office,Office,MLA Legal,Finance,Venture Capital,Venture Capital,,,,,,1 N Franklin St,Chicago,Illinois,60606,PNC Centre at One North Franklin,,Chicago,West Loop,,A,,"2,274",3050,30,,Office,Office,,,65,,6/28/2017,8/1/2017,8/1/2017,12/31/2022,Direct,,$23.00,N,,,Stepped $0.69,Stepped,Amount,0.6900,4,,,$12.00,,,,,CBD,,"634,747",Existing,No,No,New Lease,,,Colliers International,JLL,,GlenStar Properties,Zeller Realty Group,,,Occupied,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1989,1/1/1991,,41.882284,-87.634983,No,,,,,,,
6219,Office,Office,Reveleer,,,,,,,,,980 N Michigan Ave,Chicago,Illinois,60611,One Magnificent Mile,,Chicago,North Michigan Avenue,,A,,"2,569",640,6,,Office,,,,84,,6/26/2017,8/1/2017,8/1/2017,7/31/2024,Direct,,$17.50,NNN,$2.71,,Annual $0.50,Annual,Amount,0.5000,0,,,$0.00,,8/1/2024,,,CBD,,"401,032",Existing,No,No,Renewal,,,Tishman Speyer,CBRE,,Sterling Bay,JLL,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1978,1/1/1980,,41.900585,-87.624719,No,,,,,,,
29251,Office,Office,Regatta Medical,,,,,,,,,707 Skokie Blvd,Northbrook,Illinois,60062,Combined Centre III,Combined Centre,Chicago,North Cook County,,A,,"2,265",410,,,Office,,,,60,,6/26/2017,7/1/2017,7/1/2017,6/30/2022,Direct,,$14.25,Full Service Gross,,,Stepped $0.50,Stepped,Amount,0.5000,0,,,$0.00,,,,,Suburban,,"132,589",Existing,No,No,Renewal,,,JLL,NAI Global,CBIZ Gibraltar Real Estate Services LLC,New York Common Retirement Fund,Lincoln Property Company,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1978,1/1/1980,1/1/1986,42.140029,-87.791877,No,,,,,,,
28096,Office,Office,Aryzta LLC,,,,,,,,,1101 Skokie Blvd,Northbrook,Illinois,60062,Northbrook Corporate Center I,Combined Centre,Chicago,North Cook County,,A,,"5,354",240,,,Office,Office,,,1,,6/23/2017,7/1/2017,7/1/2017,7/31/2017,Direct,,$22.50,Full Service Gross,,,Annual 0.00%,Annual,Percent,0.0000,0,,,$0.00,,,,,Suburban,,"128,670",Existing,No,No,Renewal,,,Avison Young,Telos Group,CBRE,"LaSalle Investment Management, Bayerische Versorgungskammer (BVK)",CBRE,,,Expired,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1997,1/1/1999,,42.132195,-87.786383,No,,,,,,,
28096,Office,Office,Premiere Financial Consultants,,,,,,,,,1101 Skokie Blvd,Northbrook,Illinois,60062,Northbrook Corporate Center I,Combined Centre,Chicago,North Cook County,,A,,"5,354",240,,,Office,,,,1,,6/23/2017,7/1/2017,7/1/2017,7/31/2017,Direct,,$22.50,Full Service Gross,,,$0.00,,Amount,0.0000,0,,,$0.00,,,,,Suburban,,"128,670",Existing,No,No,Renewal,,,JLL,,,Na Na,Tishman Speyer,,,Expired,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1997,1/1/1999,,42.132195,-87.786383,No,,,,,,,
3702,Office,Office,Kone,Professional and Business Services,General Professional and Business Services,,Crossmark,Professional and Business Services,General Professional and Business Services,,,130 E Randolph St,Chicago,Illinois,60601,One Prudential Plaza,Prudential Plaza,Chicago,East Loop,,A,,"24,265",,23,,,,,,71,,6/19/2017,8/1/2017,8/1/2017,6/30/2023,Sublease,,$25.00,Full Service Gross,$2.96,,Stepped $0.50,Stepped,Amount,0.5000,1,,,$0.00,,,,,CBD,,"1,226,092",Existing,No,Yes,Relocation,,,JLL,JLL,JLL,Commerz Real AG,Cushman & Wakefield,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1952,1/1/1955,1/1/2015,41.884841,-87.623262,No,,,,,,,
29435,Office,Office,Optomi,,,,,,,,,909 Davis St,Evanston,Illinois,60201,909 Davis,,Chicago,North Cook County,Evanston,A,,"9,510",,2,,Office,Mixed-Use,,,52,,6/17/2017,9/1/2017,9/1/2017,12/31/2021,Direct,,$17.00,N,,,Annual 0.00%,Annual,Percent,0.0000,1,,,$7.98,,,,,Suburban,,"207,743",Existing,No,No,Renewal,,,Hines,GlenStar Properties,,Equus Capital Partners,Avison Young,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/2000,1/1/2002,,42.04758,-87.684111,No,,,,,,,
4587,Office,Office,Segal McCambridge,Technology,Managed Application Services,,,Technology,Managed Application Services,,,222 S Riverside Plz,Chicago,Illinois,60606,222 South Riverside,Riverside Plaza,Chicago,West Loop,,A,,"7,670",,22,,,,,,60,,6/16/2017,7/1/2017,7/1/2017,6/30/2022,Direct,,$27.25,N,$28.77,,Annual 3.01%,Annual,Percent,0.0301,0,,,$0.12,,7/1/2022,6/30/2021,,CBD,,"1,179,399",Existing,No,No,Expansion,,,Cushman & Wakefield,Telos Group,,Vornado Realty Trust,JLL,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1968,1/1/1971,,41.878644,-87.639259,No,,,,,,,
28249,Office,Office,Commonwealth Edison Company,,,,,,,,,1450 American Ln,Schaumburg,Illinois,60173,Schaumburg Towers II,Schaumburg Towers,Chicago,Northwest,Schaumburg,A,,"22,269",,20,,Office,Office,,,134,,6/14/2017,10/1/2017,10/1/2017,11/30/2028,Direct,,$15.50,N,,,Annual $0.50,Annual,Amount,0.5000,0,,,$60.00,,,,,Suburban,,"440,538",Existing,No,No,New Lease,,,Transwestern,Zeller Realty Group,,Ameritus,MB Real Estate Services,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1986,1/1/1988,1/1/2004,42.046811,-88.04392,No,,,,,,,
29398,Office,Office,Centene Corporation,Energy & Utilities,Engineering,,,Energy & Utilities,Engineering,,,8745 W Higgins Rd,Chicago,Illinois,60631,8745 West Higgins,O'Hare Plaza,Chicago,O'Hare,,A,,"13,453",,3,,Office,,,,62,,6/14/2017,10/1/2017,10/1/2017,11/30/2022,Direct,,$22.00,Full Service Gross,$2.63,,Annual $0.50,Annual,Amount,0.5000,0,,,$7.50,,12/1/2022,2/28/2022,,Suburban,,"117,299",Existing,No,No,Renewal,,,Cushman & Wakefield,CBRE,,Sheffield Management,JLL,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1969,1/1/1971,1/1/1997,41.985931,-87.845223,No,,,,,,,
29469,Office,Office,Fisher Asset Management,Finance,"Finance, Planners and Advisors",,,Finance,"Finance, Planners and Advisors",,,9500 W Bryn Mawr Ave,Rosemont,Illinois,60018,9500 West Bryn Mawr,O'Hare Gateway Office Center,Chicago,O'Hare,,A,,"19,065",,4,,Office,Office,,,144,,6/13/2017,2/1/2018,2/1/2018,1/31/2030,Direct,,$33.93,Full Service Gross,,,,Stepped,Amount,,0,,,$0.00,,,,,Suburban,,"190,000",Existing,No,No,Relocation,,,Telos Group,JLL,,Beacon Capital Partners,Newmark Knight Frank,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1998,1/1/2001,,41.980925,-87.865133,No,,,,,,,
29105,Office,Office,VelocityEHS,Technology,Managed Application Services,,,Technology,Managed Application Services,,,55 Shuman Blvd,Naperville,Illinois,60563,MetroWest,,Chicago,Western East-West,,A,,"5,706",,,,Office,Office,,,60,,6/12/2017,9/1/2017,9/1/2017,8/31/2022,Direct,,$16.50,Full Service Gross,$17.52,,Annual 3.00%,Annual,Percent,0.0300,0,,,$40.00,,,,,Suburban,,"205,055",Existing,No,No,New Lease,,,JLL,Newmark Knight Frank,,CIM Group,JLL,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,7/1/1984,1/1/1986,1/1/2012,41.805065,-88.143639,No,,,,,,,
3223,Office,Office,BOC International,,,,,,,,,101 N Wacker Dr,Chicago,Illinois,60606,101 North Wacker,,Chicago,West Loop,Wacker West,A,,"4,111",,,,,,,,20,,6/12/2017,8/1/2017,8/1/2017,3/31/2019,Direct,,$26.78,N,$0.79,,Stepped $0.80,Stepped,Amount,0.8000,2,,,$10.00,,,,,CBD,,"599,503",Existing,No,No,Expansion,,,Tishman Speyer,Cushman & Wakefield,,Blackstone Group,Zeller Realty Group,,,Expired,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1978,1/1/1980,1/1/2009,41.883587,-87.636372,Yes,,,,,,,
4829,Office,Office,Ford Marrin Esposito Witmeyer & Gleser LLP,Technology,Cybersecurity,Cybersecurity,,Technology,Cybersecurity,Cybersecurity,,300 S Wacker Dr,Chicago,Illinois,60606,300 S Wacker,,Chicago,West Loop,Wacker West,A,,"3,932",1100,11,,Office,,,,65,,6/12/2017,8/1/2017,8/1/2017,12/31/2022,Direct,,$24.00,N,$23.64,,Annual 3.00%,Annual,Percent,0.0300,5,,,$3.00,,1/1/2023,12/31/2021,,CBD,,"535,726",Existing,No,No,New Lease,,,JLL,JLL,,Zeller Realty Group,Zeller Realty Group,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1969,1/1/1971,1/1/1990,41.877625,-87.63708,Yes,,,,,,,
3642,Office,Office,Prime Healthcare Services,Professional and Business Services,Legal Services,Law Firms,,Professional and Business Services,Legal Services,Law Firms,,123 N Wacker Dr,Chicago,Illinois,60606,123 North Wacker,,Chicago,West Loop,Wacker West,A,,"5,485",1650,16,,,,,,35,,6/9/2017,1/1/2018,1/1/2018,11/30/2020,Direct,,$28.98,N,$3.11,,Stepped $0.72,Stepped,Amount,0.7200,0,,,$0.00,,,,,CBD,,"540,621",Existing,No,No,Renewal,Shrinking,,JLL,CBRE,,McCaffery,Sheffield Management,,,Occupied,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1984,1/1/1986,2/1/2001,41.884157,-87.636553,Yes,,,,,,,
3136,Office,Office,Mondelez International,,,,,,,,,1 N Franklin St,Chicago,Illinois,60606,PNC Centre at One North Franklin,,Chicago,West Loop,,A,,"2,302",3010,30,,Office,Office,,,91,,6/8/2017,8/1/2017,8/1/2017,2/28/2025,Direct,,$20.00,N,,,Annual $0.60,Annual,Amount,0.6000,1,,,$20.20,,,,,CBD,,"634,747",Existing,No,No,New to Market,,,JLL,NAI Global,,"Hearn Company, GEM Realty Capital, Farallon Capital",Ohio Public Employees Retirement System,,,Occupied,No,,No,Yes,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1989,1/1/1991,,41.882284,-87.634983,No,,,,,,,
4583,Office,Mixed-Use,Chicago Federation of Labor - AFL-CIO,Technology,Software,Software,,Technology,Software,Software,,222 Merchandise Mart Plz,Chicago,Illinois,60654,Merchandise Mart,The Mart,Chicago,River North,,A,,"26,193",,17,,Office,Mixed-Use,,,134,,6/8/2017,7/1/2017,7/1/2017,8/31/2028,Sublease,,$35.00,Full Service Gross,,,Stepped $0.88,Stepped,Amount,0.8800,4,,Full Service Gross,$35.00,,,,,CBD,,"3,448,680",Existing,No,No,Relocation,,,Cushman & Wakefield,Netshield,JLL,"601W Companies, China Orient Summit Capital",JLL,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1927,1/1/1930,1/1/2005,41.888184,-87.635287,No,,,,,,,
29120,Office,Office,"American Imaging Management, Inc.",,,,,,,,,555 Skokie Blvd,Northbrook,Illinois,60062,Combined Centre II,Combined Centre,Chicago,North Cook County,,A,,"3,994",440,4,,Office,Office,,,39,,6/7/2017,3/1/2018,3/1/2018,5/31/2021,Direct,,$14.25,N,,,Stepped $0.50,Stepped,Amount,0.5000,3,,,$0.00,,,,,Suburban,,"64,016",Existing,No,No,Renewal,,,Telos Group,Newmark Knight Frank,JLL,"Alcion Ventures L.P., Alcion Ventures",JLL,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1978,1/1/1979,,42.142406,-87.793434,No,,,,,,,
4996,Office,Office,Buck Consultants,Professional and Business Services,"Architectural, Engineering, Construction, Interior Design, Landscape Architects, Planning Firms",,,Professional and Business Services,"Architectural, Engineering, Construction, Interior Design, Landscape Architects, Planning Firms",,,35 W Wacker Dr,Chicago,Illinois,60601,Leo Burnett Building,,Chicago,Central Loop,,A,,"25,000",3300,33,,,,,,132,,6/6/2017,3/1/2018,3/1/2018,2/28/2029,Direct,,$25.00,N,,,Annual 2.50%,Annual,Percent,0.0250,12,,Full Service Gross,$80.00,,3/1/2029,2/29/2028,,CBD,,"1,118,148",Existing,No,Yes,New Lease,,,Transwestern,JLL,,Sheffield Management,R2 Companies,,,Occupied,No,,No,Yes,No,,$21.64,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1986,1/1/1989,,41.886009,-87.629082,Yes,,,,,,,
6219,Office,Office,Partners for Achievement,,,,,,,,,980 N Michigan Ave,Chicago,Illinois,60611,One Magnificent Mile,,Chicago,North Michigan Avenue,,A,,"1,654",1540,15,,Office,,,,36,,6/2/2017,8/1/2017,8/1/2017,7/31/2020,Direct,,$13.50,N,$0.36,,Annual $0.50,Annual,Amount,0.5000,3,,,$0.00,,,,,CBD,,"401,032",Existing,No,No,Renewal,,,Colliers International,Transwestern,,Urban Innovations,MB Real Estate Services,,,Occupied,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1978,1/1/1980,,41.900585,-87.624719,No,,,,,,,
28340,Office,Office,The Society for Thoracic Surgeons,,,,,,,,,1707 N Randall Rd,Elgin,Illinois,60123,1707 North Randall,,Chicago,Northwest,,A,,"12,452",,4,,Office,Office,,,36,,6/1/2017,6/1/2017,6/1/2017,5/31/2020,Direct,,$19.75,Full Service Gross,,,Annual $0.50,Annual,Amount,0.5000,0,,,$0.00,,,,,Suburban,,"436,000",Existing,No,No,Renewal,,,Tishman Speyer,JLL,JLL,Sumitomo Mitsui Trust Bank,Tishman Speyer,,,Occupied,No,,No,No,No,,$6.49,$2.51,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1991,1/1/1993,,42.075636,-88.335393,No,,,,,,,
4216,Office,Office,Active Campaign,,,,,,,,,180 N Stetson Ave,Chicago,Illinois,60601,Two Prudential Plaza,Prudential Plaza,Chicago,East Loop,,A,,"8,522",4700,47,,Office,Office,,,66,,6/1/2017,6/1/2017,6/1/2017,11/30/2022,Direct,,$26.50,N,,,Annual $0.66,Annual,Amount,0.6600,2,,Full Service Gross,$25.00,,,,,CBD,,"978,515",Existing,No,No,New to Market,,,Hines,MB Real Estate Services,,Blackstone Group,JLL,,,Occupied,No,,Yes,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1988,1/1/1990,1/1/2017,41.88535,-87.622354,No,,,,,,,
29120,Office,Office,SBSB Law,,,,,,,,,555 Skokie Blvd,Northbrook,Illinois,60062,Combined Centre II,Combined Centre,Chicago,North Cook County,,A,,"1,099",204,2,,Office,Office,,,12,,6/1/2017,6/1/2017,6/1/2017,5/31/2018,Direct,,$30.45,Full Service Gross,,,Annual $0.00,Annual,Amount,0.0000,,,,,,,,,Suburban,,"64,016",Existing,No,No,Renewal,,,JLL,JLL,Cushman & Wakefield,"Zeller Realty Group, Cindat",JLL,,,Expired,No,,No,No,No,,,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1978,1/1/1979,,42.142406,-87.793434,No,,,,,,,
4655,Office,Office,Allergy & Asthma Association,Nonprofit,Association,Association,,Nonprofit,Association,,,233 S Wacker Dr,Chicago,Illinois,60606,Willis Tower,,Chicago,West Loop,Wacker West,A,,"50,582",,36,,Office,Office,,,144,,6/1/2017,12/1/2017,12/1/2017,11/30/2029,Direct,,$25.00,N,,,Annual 2.50%,Annual,Percent,0.0250,15,,Full Service Gross,$100.00,,,,,CBD,,"3,781,045",Existing,No,Yes,Relocation,Growing,,MB Real Estate Services,Tishman Speyer,JLL,Sheffield Management,Tishman Speyer,,,Occupied,No,,No,No,Yes,,$18.18,,,,,,,,,No,Spec ground-up,,,,,,,,1/1/1970,1/1/1973,8/1/2019,41.878859,-87.636016,Yes,,,,,,,
