PropertyID,Address ,Building Name,Suite,City,State,Postal Code,Market ,Sub Market Cluster,Sub Market,Micro Market,Property Type,Building Type,Building Sub Type,Building Sub Specialty,Building Class,Building Sub Class,Building Status,Space Type,Availability Type,Space Condition,Build Out Condition,Condition,Floors,Is Available,Is Vacant,Is Full Floor?,Is Full Building?,Is Divisibile?,View Space,Min Available s.f.,Max Available s.f.,Rent Low,Rent High,Rent Type,Sale Price,Floor Contig s.f.,Large Block (Bldg Contig) s.f.,Calculated Bldg Contig s.f.,Bldg Contig Rent,Operating Expenses p.s.f.,Taxes p.s.f.,Common Area Maintenance p.s.f.,Date on Market,Vacating Tenant Company,Date Vacant,New Tenant,Move In Date,Earliest Move In Timing,Earliest Move in Date,Minimum Lease Term Months,Maximum Lease Term Months,In Statistics?,Sublessor Company,Listing Broker Company,Amenities,Amenity Comments,Building Size,Building Primary Owner,Column Spacing Width,Column Spacing Depth,Building Location
28794,3000 Lakeside Dr,Bannockburn Corporate Center,115N,Bannockburn,Illinois,60015,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,Yes,Yes,No,No,No,,"4,785","4,785",$33.62,$35.62,Full Service Gross,,"4,785","4,785","4,785",$15.50,,,,4/14/2017,,,,,Vacant,,,,Yes,,,,,"209,421",Dougherty Real Estate Equity Advisors LLC,,,
28794,3000 Lakeside Dr,Bannockburn Corporate Center,300-S,Bannockburn,Illinois,60015,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,3rd,Yes,Yes,No,No,No,,"4,561","4,561",$38.00,$43.00,Full Service Gross,,"4,561","4,561","4,785",$15.50,,,,9/22/2017,,,,,Vacant,,,,Yes,,,,,"209,421",Dougherty Real Estate Equity Advisors LLC,,,
540518,3000 N Halsted St,Illinois Masonic Medical Office Center,325,Chicago,Illinois,60657,Chicago,Non-CBD,Clybourn Corridor,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,,3rd,Yes,Yes,No,No,No,,"1,094","1,094",$49.00,$50.00,Full Service Gross,,"1,094","1,094","5,424",,,,,3/19/2019,,,,,Vacant,,36,120,No,,Colliers International,,,"142,955",Healthcare Realty,,,
540518,3000 N Halsted St,Illinois Masonic Medical Office Center,401,Chicago,Illinois,60657,Chicago,Non-CBD,Clybourn Corridor,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,4th,Yes,Yes,No,No,No,,"4,157","4,157",$33.00,$37.00,Full Service Gross,,"4,157","4,157","5,424",,,,,3/19/2019,,,,,Vacant,,,,No,,Colliers International,,,"142,955",Healthcare Realty,,,
540518,3000 N Halsted St,Illinois Masonic Medical Office Center,503,Chicago,Illinois,60657,Chicago,Non-CBD,Clybourn Corridor,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,5th,Yes,Yes,No,No,No,,714,714,$25.50,$29.50,Full Service Gross,,714,714,"5,424",,,,,3/19/2019,,,,,Vacant,,,,No,,Colliers International,,,"142,955",Healthcare Realty,,,
540518,3000 N Halsted St,Illinois Masonic Medical Office Center,506,Chicago,Illinois,60657,Chicago,Non-CBD,Clybourn Corridor,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,5th,Yes,Yes,No,No,No,,"1,227","1,227",$0.00,$2.00,Full Service Gross,,"1,227","1,227","5,424",,,,,3/19/2019,,,,,Vacant,,,,No,,Colliers International,,,"142,955",Healthcare Realty,,,
540518,3000 N Halsted St,Illinois Masonic Medical Office Center,605,Chicago,Illinois,60657,Chicago,Non-CBD,Clybourn Corridor,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,6th,Yes,Yes,No,No,No,,"1,400","1,400",$30.00,$32.00,Full Service Gross,,"1,400","1,400","5,424",,,,,3/19/2019,,,,,Vacant,,12,120,No,,Colliers International,,,"142,955",Healthcare Realty,,,
540518,3000 N Halsted St,Illinois Masonic Medical Office Center,601,Chicago,Illinois,60657,Chicago,Non-CBD,Clybourn Corridor,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,6th,Yes,Yes,No,No,No,,"1,300","1,300",$23.00,$28.00,Full Service Gross,,"1,300","1,300","5,424",,,,,3/19/2019,,,,,Vacant,,,,No,,Colliers International,,,"142,955",Healthcare Realty,,,
540518,3000 N Halsted St,Illinois Masonic Medical Office Center,607,Chicago,Illinois,60657,Chicago,Non-CBD,Clybourn Corridor,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,6th,Yes,Yes,No,No,No,,"1,474","1,474",$0.00,$4.00,Full Service Gross,,"1,474","1,474","5,424",,,,,3/19/2019,,,,,Vacant,,,,No,,Colliers International,,,"142,955",Healthcare Realty,,,
540518,3000 N Halsted St,Illinois Masonic Medical Office Center,722,Chicago,Illinois,60657,Chicago,Non-CBD,Clybourn Corridor,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,,7th,Yes,Yes,No,No,No,,"1,003","1,003",$26.50,$28.50,Full Service Gross,,"1,003","1,003","5,424",,,,,3/19/2019,,,,,Vacant,,36,120,No,,Colliers International,,,"142,955",Healthcare Realty,,,
540518,3000 N Halsted St,Illinois Masonic Medical Office Center,721,Chicago,Illinois,60657,Chicago,Non-CBD,Clybourn Corridor,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,,7th,No,No,No,No,No,,"1,298","1,298",$23.00,$27.00,N,,"1,298","1,298","5,424",,,,,3/19/2019,,,,8/2/2019,,,36,120,No,,Colliers International,,,"142,955",Healthcare Realty,,,
540518,3000 N Halsted St,Illinois Masonic Medical Office Center,700,Chicago,Illinois,60657,Chicago,Non-CBD,Clybourn Corridor,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,,7th,Yes,Yes,No,No,No,,"3,725","3,725",$54.00,$55.00,N,,"3,725","3,725","5,424",,,,,3/19/2019,,,,,Vacant,,36,120,No,,Colliers International,,,"142,955",Healthcare Realty,,,
540518,3000 N Halsted St,Illinois Masonic Medical Office Center,703,Chicago,Illinois,60657,Chicago,Non-CBD,Clybourn Corridor,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,7th,No,No,No,No,No,,"4,320","4,320",$27.97,$30.97,N,,"4,320","4,320","5,424",,,,,3/19/2019,,,,8/2/2019,,,,,No,,Colliers International,,,"142,955",Healthcare Realty,,,
540518,3000 N Halsted St,Illinois Masonic Medical Office Center,711,Chicago,Illinois,60657,Chicago,Non-CBD,Clybourn Corridor,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,7th,Yes,Yes,No,No,No,,"2,830","2,830",$29.23,$34.23,N,,"2,830","2,830","5,424",,,,,3/19/2019,,,,,Vacant,,,,No,,Colliers International,,,"142,955",Healthcare Realty,,,
540518,3000 N Halsted St,Illinois Masonic Medical Office Center,803,Chicago,Illinois,60657,Chicago,Non-CBD,Clybourn Corridor,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,8th,Yes,Yes,No,No,No,,"5,424","5,424",$31.07,$36.07,N,,"5,424","5,424","5,424",,,,,3/19/2019,,,,,Vacant,,,,No,,Colliers International,,,"142,955",Healthcare Realty,,,
28801,3005 Highland Pkwy,Highland Landmark V,,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,7th,Yes,Yes,Yes,No,Yes,,"17,500","34,465",32,$37.00,Full Service Gross,,"34,465","34,465","34,465",,,,,8/7/2019,,,,,Vacant,,,,Yes,,Newmark Knight Frank,,,"255,200",Adventus Realty Services Inc.,,,
28804,3010 Highland Pky,Highland Landmark III,100,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Spec,,1st,No,Yes,No,No,No,,"9,685","9,685",$40.00,$43.00,N,,"9,685","9,685","52,496",$20.00,,,,6/1/2012,,,,11/30/2019,Vacant,,36,60,Yes,,Cushman & Wakefield,,,"275,197",Lone Star Funds,,,
28804,3010 Highland Pky,Highland Landmark III,210,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Spec,,2nd,Yes,Yes,No,No,No,,"3,337","3,337",$18.00,$21.00,N,,"3,337","3,337","52,496",$20.00,,,,7/28/2016,,,,,Vacant,,60,60,Yes,,Cushman & Wakefield,,,"275,197",Lone Star Funds,,,
28804,3010 Highland Pky,Highland Landmark III,,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,Full Build-Out,Excellent,3rd,Yes,No,No,No,Yes,,"2,500","7,000",$40.00,$42.00,Modified Gross,,"7,000","7,000","52,496",,,,,9/3/2019,,,,,60 Days,,,,Yes,,Tenant Advocates Inc,,,"275,197",Lone Star Funds,,,
28804,3010 Highland Pky,Highland Landmark III,A,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,Spec,,3rd,No,No,No,No,No,,"5,373","5,373",$25.00,$28.00,Modified Gross,,"5,373","5,373","52,496",$25.00,,,,8/20/2018,,,,12/3/2019,30 Days,,,,Yes,,Tenant Advisors,,,"275,197",Lone Star Funds,,,
28804,3010 Highland Pky,Highland Landmark III,350,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,Spec,,3rd,Yes,Yes,No,No,No,,"3,539","3,539",$41.50,$44.50,Full Service Gross,,"3,539","3,539","52,496",$25.00,,,,9/10/2018,,,,,Vacant,,,,Yes,,CBRE,,,"275,197",Lone Star Funds,,,
28804,3010 Highland Pky,Highland Landmark III,340,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Spec,,3rd,Yes,Yes,No,No,No,,"4,341","4,341",$23.00,$24.00,N,,"4,341","4,341","52,496",$20.00,,,,9/29/2016,,,,,Vacant,,36,60,Yes,,Cushman & Wakefield,,,"275,197",Lone Star Funds,,,
28804,3010 Highland Pky,Highland Landmark III,400,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Spec,,4th,Yes,Yes,No,No,Yes,,"3,354","26,201",$15.00,$19.00,N,,"26,201","52,496","52,496",$20.00,,,,9/6/2013,,,,,Vacant,,36,60,Yes,,Cushman & Wakefield,,,"275,197",Lone Star Funds,,,
28804,3010 Highland Pky,Highland Landmark III,500,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Spec,,5th,Yes,Yes,No,No,Yes,,"4,564","26,295",$18.75,$22.75,N,,"26,295","52,496","52,496",$20.00,,,,3/2/2017,,,,,Vacant,,36,60,Yes,,Cushman & Wakefield,,,"275,197",Lone Star Funds,,,
28804,3010 Highland Pky,Highland Landmark III,625,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Spec,,6th,Yes,Yes,No,No,No,,"8,937","8,937",$23.75,$25.75,N,,"8,937","8,937","52,496",$20.00,,,,3/13/2017,,,,,Vacant,,36,60,Yes,,Cushman & Wakefield,,,"275,197",Lone Star Funds,,,
28804,3010 Highland Pky,Highland Landmark III,700,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Spec,,7th,Yes,Yes,Yes,No,No,,"31,808","31,808",$32.28,$37.28,N,,"31,808","31,808","52,496",$20.00,,,,10/6/2016,,,,,Vacant,,36,60,Yes,,Cushman & Wakefield,,,"275,197",Lone Star Funds,,,
28806,3025 Highland Pky,Highland Landmark II,325,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,3rd,No,No,No,No,No,,"3,457","3,457",$43.73,$48.73,NNN,,"3,457","49,048","37,168",$19.25,,,,4/4/2017,,,,1/1/2019,Vacant,,,,Yes,,,,,"284,278",James Campbell Company,,,
28806,3025 Highland Pky,Highland Landmark II,400,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,4th,Yes,Yes,Yes,No,No,,"37,168","37,168",$51.00,$56.00,NNN,,"37,168","37,168","37,168",$19.25,$8.51,$2.90,,4/25/2018,,,,,Specific Date,2/1/2019,0,0,Yes,,,,,"284,278",James Campbell Company,,,
28806,3025 Highland Pky,Highland Landmark II,450,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,4th,No,No,No,No,No,,"10,934","10,934",$51.00,$55.00,NNN,,"38,688","45,591","37,168",$19.25,,,,1/5/2017,,,,4/1/2019,Vacant,2/1/2019,,,Yes,,,,,"284,278",James Campbell Company,,,
28806,3025 Highland Pky,Highland Landmark II,550,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,5th,Yes,Yes,No,No,Yes,,"10,000","16,352",$53.55,$55.55,NNN,,"16,352","16,352","37,168",$19.25,$8.51,$2.90,,9/11/2018,,,,,Specific Date,5/1/2019,0,0,Yes,,,,,"284,278",James Campbell Company,,,
28806,3025 Highland Pky,Highland Landmark II,600,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,,,,,6,No,No,No,No,No,,,"15,161",$27.85,$32.85,Full Service Gross,,,"15,161","37,168",,,,,12/20/2017,,,,1/1/2018,Vacant,,,,Yes,,,,,"284,278",James Campbell Company,,,
28806,3025 Highland Pky,Highland Landmark II,,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,6th,Yes,Yes,No,No,No,,"13,757","13,757",25,$27.00,,,"13,757","13,757","37,168",,,,,5/28/2019,,,,,Vacant,,,,Yes,,CBRE,,,"284,278",James Campbell Company,,,
28806,3025 Highland Pky,Highland Landmark II,,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,7th,Yes,Yes,No,No,No,,"36,274","36,274",$44.80,$45.80,Full Service Gross,,"36,274","36,274","37,168",$24.00,,,,10/3/2017,,,,,Vacant,,,,Yes,,CBRE,,,"284,278",James Campbell Company,,,
28806,3025 Highland Pky,Highland Landmark II,875,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,8th,No,No,No,No,No,,"10,277","10,277",$26.92,$30.92,NNN,,"10,277","10,277","37,168",$19.25,,,,4/12/2007,,,,5/18/2019,Specific Date,5/18/2019,,,Yes,,,,,"284,278",James Campbell Company,,,
397658,303 E Army Trail Rd,Willowlake Center,120,Bloomingdale,Illinois,60108,Chicago,Suburban,Northwest,,Office,Office,Medical,,A,,Existing,Direct,For Lease,,,,1st,No,No,No,No,No,,"1,489","1,489",$34.00,$35.00,Full Service Gross,,"1,489","1,489","4,669",$21.00,,,,11/1/2012,,,,1/1/2019,Vacant,,0,0,No,,,,,"67,000",Zaragon Holdings Inc,,,
397658,303 E Army Trail Rd,Willowlake Center,103,Bloomingdale,Illinois,60108,Chicago,Suburban,Northwest,,Office,Office,Medical,,A,,Existing,Direct,For Lease,,,,1st,No,No,No,No,No,,600,600,$0.00,$1.00,Full Service Gross,,600,600,"4,669",$21.00,,,,1/21/2016,,,,1/1/2019,Vacant,,0,0,No,,,,,"67,000",Zaragon Holdings Inc,,,
397658,303 E Army Trail Rd,Willowlake Center,120,Bloomingdale,Illinois,60108,Chicago,Suburban,Northwest,,Office,Office,Medical,,A,,Existing,Direct,For Lease,,,,1st,Yes,Yes,No,No,No,,"1,489","1,489",$24.75,$28.75,Full Service Gross,,"1,489","1,489","4,669",$21.00,,,,8/21/2018,,,,,Vacant,,0,0,No,,,,,"67,000",Zaragon Holdings Inc,,,
397658,303 E Army Trail Rd,Willowlake Center,205,Bloomingdale,Illinois,60108,Chicago,Suburban,Northwest,,Office,Office,Medical,,A,,Existing,Direct,For Lease,,,,2nd,Yes,Yes,No,No,No,,"2,440","2,440",$33.06,$34.06,Full Service Gross,,"2,440","2,440","4,669",$21.00,,,,8/5/2010,,,,,Vacant,,0,0,No,,,,,"67,000",Zaragon Holdings Inc,,,
397658,303 E Army Trail Rd,Willowlake Center,207,Bloomingdale,Illinois,60108,Chicago,Suburban,Northwest,,Office,Office,Medical,,A,,Existing,Direct,For Lease,,,,2nd,No,No,No,No,No,,950,950,$31.75,$35.75,Full Service Gross,,950,950,"4,669",$21.00,,,,1/12/2016,,,,1/1/2019,Vacant,,0,0,No,,,,,"67,000",Zaragon Holdings Inc,,,
397658,303 E Army Trail Rd,Willowlake Center,203,Bloomingdale,Illinois,60108,Chicago,Suburban,Northwest,,Office,Office,Medical,,A,,Existing,Direct,For Lease,,,,2nd,Yes,Yes,No,No,No,,"1,383","1,383",$31.11,$36.11,Modified Gross,,"1,383","1,383","4,669",$21.00,,,,10/25/2017,,,,,Vacant,,0,0,No,,,,,"67,000",Zaragon Holdings Inc,,,
397658,303 E Army Trail Rd,Willowlake Center,303,Bloomingdale,Illinois,60108,Chicago,Suburban,Northwest,,Office,Office,Medical,,A,,Existing,Direct,For Lease,,,,3rd,Yes,Yes,No,No,No,,"3,000","3,000",$27.75,$30.75,Full Service Gross,,"3,000","3,000","4,669",$21.00,,,,8/5/2010,,,,,Vacant,,0,0,No,,,,,"67,000",Zaragon Holdings Inc,,,
397658,303 E Army Trail Rd,Willowlake Center,304A,Bloomingdale,Illinois,60108,Chicago,Suburban,Northwest,,Office,Office,Medical,,A,,Existing,Direct,For Lease,,,,3rd,No,No,No,No,No,,896,896,$54.00,$56.00,Full Service Gross,,896,896,"4,669",$21.00,,,,1/12/2016,,,,1/1/2019,Vacant,,0,0,No,,,,,"67,000",Zaragon Holdings Inc,,,
397658,303 E Army Trail Rd,Willowlake Center,304,Bloomingdale,Illinois,60108,Chicago,Suburban,Northwest,,Office,Office,Medical,,A,,Existing,Direct,For Lease,,,,3rd,Yes,Yes,No,No,No,,"4,385","4,385",$35.00,$37.00,Full Service Gross,,"4,385","4,385","4,669",$21.00,,,,7/5/2017,,11/1/2018,,,Vacant,,0,0,No,,,,,"67,000",Zaragon Holdings Inc,,,
397658,303 E Army Trail Rd,Willowlake Center,209,Bloomingdale,Illinois,60108,Chicago,Suburban,Northwest,,Office,Office,Medical,,A,,Existing,Direct,For Lease,,,,4th,Yes,Yes,No,No,No,,"1,562","1,562",$26.07,$27.07,Full Service Gross,,"1,562","1,562","4,669",$21.00,,,,8/27/2012,,,,,Vacant,,0,0,No,,,,,"67,000",Zaragon Holdings Inc,,,
397658,303 E Army Trail Rd,Willowlake Center,405,Bloomingdale,Illinois,60108,Chicago,Suburban,Northwest,,Office,Office,Medical,,A,,Existing,Direct,For Lease,,,,4th,Yes,Yes,No,No,No,,"1,802","1,802",$28.83,$32.83,Full Service Gross,,"1,802","1,802","4,669",$21.00,,,,8/27/2012,,,,,Vacant,,0,0,No,,,,,"67,000",Zaragon Holdings Inc,,,
397658,303 E Army Trail Rd,Willowlake Center,417,Bloomingdale,Illinois,60108,Chicago,Suburban,Northwest,,Office,Office,Medical,,A,,Existing,Direct,For Lease,,,,4th,Yes,Yes,No,No,No,,"1,700","1,700",$24.55,$28.55,Full Service Gross,,"1,700","1,700","4,669",$21.00,,,,8/30/2016,,,,,Vacant,,0,0,No,,,,,"67,000",Zaragon Holdings Inc,,,
397658,303 E Army Trail Rd,Willowlake Center,410,Bloomingdale,Illinois,60108,Chicago,Suburban,Northwest,,Office,Office,Medical,,A,,Existing,Direct,For Lease,,,,4th,Yes,Yes,No,No,Yes,,"2,000","4,669",$55.00,$57.00,Full Service Gross,,"4,669","4,669","4,669",$21.00,,,,8/20/2018,,,,,Vacant,,0,0,No,,,,,"67,000",Zaragon Holdings Inc,,,
397658,303 E Army Trail Rd,Willowlake Center,414,Bloomingdale,Illinois,60108,Chicago,Suburban,Northwest,,Office,Office,Medical,,A,,Existing,Direct,For Lease,,,,4th,Yes,Yes,No,No,No,,"1,245","1,245",$25.00,$28.00,Full Service Gross,,"1,245","1,245","4,669",$21.00,,,,9/25/2018,,,,,Vacant,,0,0,No,,,,,"67,000",Zaragon Holdings Inc,,,
578512,303 E Main St,,101,Barrington,Illinois,60010,Chicago,Suburban,Northwest,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,1st,Yes,Yes,No,No,Yes,,"1,072","3,137",$46.00,$48.00,N,,"3,137","3,137","3,137",,,,,4/16/2019,,,,,Vacant,,,,No,,"Chicagoland Commercial, Inc.",,,"29,197","Barrington Services Group, Inc.",,,
578512,303 E Main St,,103,Barrington,Illinois,60010,Chicago,Suburban,Northwest,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,Yes,Yes,No,No,No,,"1,792","1,792",$41.50,$42.50,N,,"1,792","1,792","3,137",,,,,4/16/2019,,,,,Vacant,,,,No,,"Chicagoland Commercial, Inc.",,,"29,197","Barrington Services Group, Inc.",,,
4845,303 W Madison St,303 W Madison,750,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,7th,Yes,Yes,No,No,No,,"2,978","2,978",$23.00,$24.00,N,,"2,978","2,978","8,043",$22.00,,,,1/5/2017,,,,,Vacant,,,,Yes,,,,,"310,880",Grupo JB,,,
4845,303 W Madison St,303 W Madison,825,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,8th,Yes,No,No,No,No,,"4,090","4,090",$26.00,$30.00,N,,"4,090","4,090","8,043",,,,,1/14/2019,,,,,Specific Date,10/1/2019,,,Yes,,JLL,,,"310,880",Grupo JB,,,
4845,303 W Madison St,303 W Madison,950,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,9th,No,No,No,No,No,,"4,397","4,397",,$3.00,N,,"4,397","4,397","8,043",$22.00,,,,8/14/2018,,5/1/2019,,5/1/2019,Specific Date,5/1/2019,0,0,Yes,,JLL,,,"310,880",Grupo JB,,,
4845,303 W Madison St,303 W Madison,900,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,9th,No,No,No,No,No,,"3,924","3,924",$24.77,$25.77,N,,"3,924","3,924","8,043",$22.00,,,,8/5/2014,,,,,90 Days,,,,Yes,,,,,"310,880",Grupo JB,,,
4845,303 W Madison St,303 W Madison,1110,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,11th,No,No,No,No,No,,"2,841","2,841",$0.00,$5.00,N,,"5,623","2,841","8,043",$22.00,,,,3/22/2018,,,,2/16/2019,,,0,0,Yes,,JLL,,,"310,880",Grupo JB,,,
4845,303 W Madison St,303 W Madison,1150,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,11th,No,No,No,No,No,,"5,623","5,623",$40.50,$44.50,N,,"5,623","5,623","8,043",$22.00,,,,3/22/2018,,,,4/16/2019,,,0,0,Yes,,JLL,,,"310,880",Grupo JB,,,
4845,303 W Madison St,303 W Madison,1300,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,13th,No,No,No,No,No,,"3,071","3,071",$34.69,$36.69,N,,"3,071","3,071","8,043",$22.00,,,,3/22/2017,,,,2/14/2019,,,0,0,Yes,,JLL,,,"310,880",Grupo JB,,,
4845,303 W Madison St,303 W Madison,1325,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,13th,No,No,No,No,No,,"6,785","6,785",$45.00,$46.00,Modified Gross,,"6,785","6,785","8,043",$33.50,,,,5/17/2018,,,,4/4/2019,,,0,0,Yes,,,,,"310,880",Grupo JB,,,
4845,303 W Madison St,303 W Madison,1600,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,16th,Yes,Yes,No,No,No,,"4,936","4,936",$46.50,$49.50,N,,"4,936","4,936","8,043",$22.00,,,,9/9/2011,,,,,Vacant,,,,Yes,,,,,"310,880",Grupo JB,,,
4845,303 W Madison St,303 W Madison,1950,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,19th,Yes,Yes,No,No,No,,"4,392","4,392",$0.00,$2.00,N,,"4,392","4,392","8,043",$22.00,,,,5/19/2017,,,,,Vacant,,,,Yes,,,,,"310,880",Grupo JB,,,
4845,303 W Madison St,303 W Madison,,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,20th,No,No,No,No,No,,"3,065","3,065",$34.69,$37.69,Modified Gross,,"3,065","3,065","8,043",$31.00,,,,6/27/2018,,,,4/20/2019,30 Days,,,,Yes,,CBIZ Gibraltar Real Estate Services LLC,,,"310,880",Grupo JB,,,
4845,303 W Madison St,303 W Madison,2450,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,24th,Yes,Yes,No,No,No,,"4,160","4,160",$16.50,$20.50,Full Service Gross,,,"4,160","8,043",,,,,11/19/2018,,,,,Vacant,,,,Yes,,JLL,,,"310,880",Grupo JB,,,
4845,303 W Madison St,303 W Madison,,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,24th,Yes,Yes,No,No,No,,"8,043","8,043",$42.00,$47.00,N,,"8,043","8,043","8,043",,,,,2/14/2019,,,,,Specific Date,3/1/2019,,,Yes,,CBIZ Gibraltar Real Estate Services LLC,,,"310,880",Grupo JB,,,
28814,3050 Highland Pky,Highland Landmark IV,,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,Excellent,1st,Yes,Yes,Yes,No,No,,"31,623","31,623",$16.00,$17.00,NNN,,"31,623","31,623","32,896",$19.50,,,,11/8/2012,,,,,Vacant,,,,Yes,,,,,"251,275",Barrington Venture,,,
28814,3050 Highland Pky,Highland Landmark IV,,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,2nd,Yes,Yes,Yes,No,No,,"32,896","32,896",$44.50,$48.50,NNN,,"32,896","32,896","32,896",$19.50,,,,11/8/2012,,,,,Vacant,,,,Yes,,,,,"251,275",Barrington Venture,,,
28814,3050 Highland Pky,Highland Landmark IV,600,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,6th,No,Yes,No,No,No,,"34,557","34,557",$19.75,$22.75,Full Service Gross,,"34,557","34,557","32,896",,,,,2/25/2019,,,,2/1/2020,Vacant,2/1/2020,,,Yes,,Cushman & Wakefield,,,"251,275",Barrington Venture,,,
