PropertyID,Bldg Type,Bldg Subtype,Sale Status,Active Marketing Date,Under Contract Date,Sold Date,Address,City,State,Zip,Bldg Name,Business Park,Market,Submarket,Micromarket,Bldg Class,Bldg Status,Tenancy,Bldg Size at Sale,Bldg Size,Sales Price,Price Est?,Portfolio?,Sale is Confidential,Parcel Size (acres),Parcel Number,Cap Rate,Occupancy at Sale,Asset Profile,Buyer,Buyer Company Participation %,Buyer Company Countries,Seller,Buyer Broker Company,Seller Broker Company,CAs,Tours,Bids,Construction Materials,Dock Configuration Type,Industrial AC,Crane Served?,Crane Comments,Submarket Cluster,Custom Cluster,Stories,Build Date,Renovated Date,Landlord Leasing Company,Management Company,Sale Type,Latitude,Longitude,Is Federal Sale?,Most Expensive Street?
4385,Office,Office,Sold,,,9/29/2011,200 W Madison St,Chicago,Illinois,60606,200 West Madison,,Chicago,West Loop,,A,Existing,Multi-Tenant,"928,000","1,066,900","$55,206,167",No,No,No,,17-09-456-003-0000,560.0%,8800%,,American Landmark Properties Ltd,1.0000,,Tishman Speyer,Transwestern,,,,,,,,,,CBD,,45,1/1/1983,,CBRE,Zeller Realty Group,Acquisition,41.882192,-87.634349,No,No
5137,Office,Office,Sold,,,9/15/2011,410 N Michigan Ave,Chicago,Illinois,60611,Wrigley North Tower,Wrigley Building,Chicago,North Michigan Avenue,,A,Existing,Multi-Tenant,"540,821","311,377","$58,055,964",No,Yes,No,,07-17-113-015-0000,,8790%,,"Scribcor, Inc.","0.5000, 0.5000",",",EQ Office,,JLL,,,,,,,,,CBD,,18,1/1/1924,1/1/2015,Transwestern,MB Real Estate Services,Acquisition,41.889923,-87.624751,No,No
5080,Office,Office,Sold,,,9/15/2011,400 N Michigan Ave,Chicago,Illinois,60611,Wrigley South Tower,Wrigley Building,Chicago,North Michigan Avenue,,A,Existing,,"161,262","161,262","$37,632,139",No,Yes,No,,03-09-200-018-1019,,9170%,,"Brookfield Office Properties, Blackstone Group","0.5000, 0.5000",",","M&J Wilkow, CarVal Investors",,JLL,,,,,,,,,CBD,,27,1/1/1921,1/1/2015,Cushman & Wakefield,Lincoln Property Company,Acquisition,41.88941,-87.625053,No,No
5704,Office,Office,Sold,,,8/31/2011,70 W Madison St,Chicago,Illinois,60602,Three First National Plaza,,Chicago,Central Loop,,A,Existing,Multi-Tenant,"1,439,369","1,439,360","$11,500,000",No,No,No,,17-09-462-015-0000,620.0%,9500%,,"Sun Life Institutional Investments, Hamilton Partners","0.0200, 0.6300, 0.3500",", ,",KBS Realty Advisors,Wells Fargo,Eastdil Secured,,,,,,,,,CBD,,57,1/1/1980,,Colliers International,Tishman Speyer,Acquisition,41.882269,-87.630245,No,No
29462,Office,Office,Sold,,,8/10/2011,9450 W Bryn Mawr Ave,Rosemont,Illinois,60018,Columbia Centre II,Columbia Centre,Chicago,O'Hare,,A,Existing,Multi-Tenant,"148,927","149,319","$208,323,721",No,Yes,No,,12-03-310-012-0000,,7080%,,UBS,1.0000,,G.D. Searle LLC,,Eastdil Secured,,,,,,,,,Suburban,,7,1/1/1988,,Telos Group,JLL,Acquisition,41.981004,-87.864125,No,No
29105,Office,Office,Sold,,,8/9/2011,55 Shuman Blvd,Naperville,Illinois,60563,MetroWest,,Chicago,Western East-West,,A,Existing,Multi-Tenant,"205,055","205,055","$56,998,500",No,No,No,,08-06-300-014,,8490%,,Adventus US Realty #1 LP,"0.5000, 0.5000",",",Wells Real Estate Funds,,CBRE,,,,,,,,,Suburban,,10,1/1/1986,1/1/2012,Golub & Company,Bridge Commercial Real Estate,Acquisition,41.805065,-88.143639,No,No
28283,Office,Office,Sold,,,7/13/2011,1515 W 22nd St,Oak Brook,Illinois,60523,Oak Brook Regency West Tower,Oak Brook Regency Towers,Chicago,Eastern East-West,Oak Brook,A,Existing,Multi-Tenant,"220,860","220,860","$19,700,000",No,Yes,No,,06-26-100-009,850.0%,9200%,,MB Real Estate Services,1.0000,,MetLife,,JLL,,,,,,,,,Suburban,,13,1/1/1977,1/1/1993,Tishman Speyer,Boxer Property,Acquisition,41.846695,-87.955597,No,No
28233,Office,Office,Sold,,,7/13/2011,1415 W 22nd St,Oak Brook,Illinois,60523,Oak Brook Regency Tower,Oak Brook Regency Towers,Chicago,Eastern East-West,Oak Brook,A,Existing,Multi-Tenant,"220,860","220,860","$126,266,000",No,Yes,No,,06-26-100-009,850.0%,8740%,,Mirae Asset Global Investment,1.0000,,The Opus Group,,JLL,,,,,,,,,Suburban,,13,1/1/1977,1/1/1993,CBRE,NAI Hiffman,Acquisition,41.846712,-87.955389,No,No
29139,Office,Office,Sold,,,6/23/2011,5750 Old Orchard Rd,Skokie,Illinois,60077,Harmswood Office Center,,Chicago,North Cook County,,A,Existing,Multi-Tenant,"90,000","90,000","$294,000,000",No,No,No,,10-08-202-001-0000,,8010%,,The Davis Companies,1.0000,,"M&J Wilkow, CarVal Investors",,Grubb & Ellis,,,,,,,,,Suburban,,5,1/1/1995,,CBRE,Bridge Investment Group,Acquisition,42.063118,-87.769475,No,No
29481,Office,Office,Sold,,,6/9/2011,9700 W Higgins Rd,Rosemont,Illinois,60018,Orchard Point Office Center,,Chicago,O'Hare,,A,Existing,Multi-Tenant,"276,578","276,578","$35,265,542",No,No,No,,12-04-204-060-0000,,10000%,,Franklin Partners,1.0000,,Blackstone Group,,Grubb & Ellis,,,,,,,,,Suburban,,11,1/1/1984,,Cushman & Wakefield,Golub & Company,Owner-User,41.994785,-87.869467,No,No
28949,Office,Office,Sold,,,4/15/2011,4101 Winfield Rd,Warrenville,Illinois,60555,Cantera Meadows East,,Chicago,Western East-West,,A,Existing,,"167,215","167,215","$32,500,000",No,No,No,12,"07-01-101-004, 07-02-203-007",,0%,,Cole Real Estate Income Strategy Daily Nav Inc.,1.0000,,John Buck Company,,JF McKinney & Associates,,,,,,,,,Suburban,,5,5/1/2002,10/1/2012,,Self-Perform/No Property Manager,Owner-User,41.812607,-88.167518,No,No
370826,Office,Office,Sold,,,4/11/2011,300 Windsor Dr,Oak Brook,Illinois,60523,BTS,,Chicago,Eastern East-West,Oak Brook,A,Existing,Single-Tenant,"228,000","228,000","$28,000,000",No,No,No,21,06-24-402-022,,10000%,,Catellus,1.0000,,"Comdisco, Inc.",,,,,,,,,,,Suburban,,4,1/1/2017,,NAI Hiffman,MB Real Estate Services,Acquisition,41.851193,-87.925049,No,No
28902,Office,Office,Sold,,,4/1/2011,3800 Golf Rd,Rolling Meadows,Illinois,60008,Atrium Corporate Center,Atrium Corporate Center,Chicago,Northwest,,A,Existing,Multi-Tenant,"483,000","467,000","$14,768,000",No,No,No,,08-07-403-019-0000,,10000%,,New York Common Retirement Fund,1.0000,,Columbia Property Trust,,Eastdil Secured,,,,,,,,,Suburban,,3,1/1/1968,1/1/1998,JLL,Transwestern,Acquisition,42.052906,-88.025497,No,No
28457,Office,Office,Sold,,,3/24/2011,1925 W Field Ct,Lake Forest,Illinois,60045,West Lake at Conway Park,Conway Park,Chicago,North Lake County,,A,Existing,,"100,000","100,000",$1,No,Yes,No,,11-36-401-020,673.0%,9010%,,"Lincoln Property Company, Red Rock Developments","0.5000, 0.5000",",",American Landmark Properties Ltd,,,,,,,,,,,Suburban,,3,4/1/2008,,Telos Group,Arden Realty,Recapitalization,42.24423,-87.893207,No,No
27992,Office,Office,Sold,,,3/24/2011,100 N Field Dr,Lake Forest,Illinois,60045,One Conway Park,Conway Park,Chicago,North Lake County,,A,Existing,,"105,000","105,000","$22,350,000",No,Yes,No,,11-36-301-019,673.0%,8650%,,GE Real Estate,"0.5000, 0.5000",",",Pearlmark Real Estate Partners,,,,,,,,,,,Suburban,,3,1/1/1989,,Zeller Realty Group,Colliers International,Recapitalization,42.242914,-87.897477,No,No
28801,Office,Office,Sold,,,3/14/2011,3005 Highland Pkwy,Downers Grove,Illinois,60515,Highland Landmark V,Highland Landmark,Chicago,Eastern East-West,,A,Existing,Multi-Tenant,"250,545","255,200","$34,851,807",No,No,No,,06-29-307-006,,10000%,,Unknown,1.0000,,Leslie Pime,,,,,,,,,,,Suburban,,8,4/1/2008,,JLL,Franklin Partners,Owner-User,41.832001,-88.007742,No,No
28804,Office,Office,Sold,,,2/1/2011,3010 Highland Pky,Downers Grove,Illinois,60515,Highland Landmark III,Highland Landmark Park,Chicago,Eastern East-West,,A,Existing,,"275,197","275,197","$16,254,912",No,No,No,,06-29-307-004,,4880%,,Bridge Investment Group,1.0000,,Lone Star Funds,,,,,,,,,,,Suburban,,9,1/1/2000,,Colliers International,Hamilton Partners,Acquisition,41.83205,-88.008995,No,No
28267,Office,Office,Sold,,,12/30/2010,150 S Saunders Rd,Lake Forest,Illinois,60045,Landmark II,Landmark of Lake Forest,Chicago,North Lake County,,A,Existing,Multi-Tenant,"160,000","199,337","$155,000,000",No,No,No,,15-01-102-014,,10000%,,John Buck Company,1.0000,,Equitable Companies,,,,,,,,,,,Suburban,,4,1/1/2007,,CBRE,JLL,Acquisition,42.237255,-87.897856,No,No
29057,Office,Office,Sold,,,11/19/2010,5100 River Rd,Schiller Park,Illinois,60176,5100 River,,Chicago,O'Hare,,A,Existing,Multi-Tenant,"151,104","151,104","$27,000,000",No,No,No,,12-10-300-064-0000,,9310%,,"Stanton Road Capital, LLC",1.0000,,John Buck Company,,Grubb & Ellis,,,,,,,,,Suburban,,4,1/1/2000,,JLL,RR Donnelley,Acquisition,41.972701,-87.862794,No,No
29399,Office,Office,Sold,,,10/15/2010,8750 W Bryn Mawr Ave,Chicago,Illinois,60631,Triangle Plaza,Triangle Plaza,Chicago,O'Hare,,A,Existing,Multi-Tenant,"316,022","311,862","$111,250,000",No,No,No,,12-02-302-021-0000,800.0%,8300%,,Dell Computer Corporation,1.0000,,"Equity Commonwealth, Fulcrum Asset Advisors",,Eastdil Secured,,,,,,,,,Suburban,,14,1/1/1985,1/1/2006,Colliers International,NAI Hiffman,Acquisition,41.981624,-87.844424,No,No
27983,Office,Office,Sold,,,10/12/2010,10 Parkway N,Deerfield,Illinois,60015,Ten Parkway North,Parkway North Center,Chicago,North Lake County,,A,Existing,Single-Tenant,"99,566","99,811","$211,250,000",No,No,No,,16-31-101-045,750.0%,10000%,,GE Real Estate,1.0000,,LNR Property Corporation,,Grubb & Ellis,,,,,,,,,Suburban,,3,1/1/2000,,Zeller Realty Group,JLL,Acquisition,42.163235,-87.882379,No,No
28250,Office,Medical,Sold,,,9/16/2010,1450 Busch Pkwy,Buffalo Grove,Illinois,60089,,,Chicago,North Lake County,,A,Existing,Multi-Tenant,"64,860","64,860","$33,103,861",No,No,No,,15-26-306-008,810.0%,9160%,,"Griffin Capital Essential Asset REIT, Inc.",1.0000,,Eaton Vance Real Estate Investment Group,,,,,,,,,,,Suburban,,1,,,Lincoln Property Company,Walton Street Capital,Acquisition,42.171768,-87.927485,No,No
28935,Office,Office,Sold,,,8/19/2010,400 Skokie Blvd,Northbrook,Illinois,60062,The 400 Building,,Chicago,North Cook County,,A,Existing,Multi-Tenant,"195,326","195,326","$18,200,000",No,No,No,,04-02-402-029-0000,,8060%,,"SIP North Stetson Venture, LLC","0.5000, 0.5000",",",R.R. Donnelley & Sons Company,,Grubb & Ellis,,,,,,,,,Suburban,,8,1/1/1984,1/1/1993,Colliers International,GlenStar Properties,Acquisition,42.143986,-87.796913,No,No
28755,Office,Office,Sold,,,6/22/2010,28100 Torch Pkwy,Warrenville,Illinois,60555,Cantera Meadows West,,Chicago,Western East-West,,A,Existing,Multi-Tenant,"203,842","203,842","$22,500,000",No,Yes,No,,07-02-206-007,,0%,,"GlenStar Properties, PGIM Real Estate","0.5000, 0.5000",",",PGIM Real Estate,,JLL,,,,,,,,,Suburban,,8,1/1/1997,1/1/2011,Cushman & Wakefield,Hannay Realty Advisors,Acquisition,41.811871,-88.169075,No,No
28949,Office,Office,Sold,,,6/22/2010,4101 Winfield Rd,Warrenville,Illinois,60555,Cantera Meadows East,,Chicago,Western East-West,,A,Existing,,"167,215","167,215","$8,288,950",No,Yes,No,12,"07-01-101-004, 07-02-203-007",,0%,,Apollo Global Management,"0.5000, 0.5000",",","Prudential Insurance Company of America, Panattoni Development Company",,JLL,,,,,,,,,Suburban,,5,5/1/2002,10/1/2012,MB Real Estate Services,Lincoln Property Company,Acquisition,41.812607,-88.167518,No,No
209140,Office,Office,Sold,,,5/5/2010,955 American Ln,Schaumburg,Illinois,60173,Experian Campus East,Experian Campus,Chicago,Northwest,Schaumburg,A,Existing,Single-Tenant,"177,893","177,893","$712,000,000",No,No,No,,,,10000%,,"Middleton Properties, ASA Properties",1.0000,,Hines,,,,,,,,,,,Suburban,,4,1/1/1986,1/1/1999,JLL,JLL,Acquisition,42.047443,-88.055163,No,No
28964,Office,Office,Sold,,,3/2/2010,4225 Naperville Rd,Lisle,Illinois,60532,Central Park of Lisle I,Central Park of Lisle,Chicago,Western East-West,,A,Existing,Multi-Tenant,"310,375","310,375","$10,300,000",No,Yes,No,,08-05-203-014,,8680%,,"Accesso Partners, LLC","0.4500, 0.4500, 0.1000",", ,",BlackRock,,CBRE,,,,,,,,,Suburban,,6,1/1/1990,,Hamilton Partners,Farbman Group,Acquisition,41.807141,-88.116521,No,No
28865,Office,Office,Sold,,,3/2/2010,3333 Warrenville Rd,Lisle,Illinois,60532,Central Park of Lisle II,Central Park of Lisle,Chicago,Western East-West,,A,Existing,Multi-Tenant,"311,912","311,912","$54,725,329",No,Yes,No,,08-05-203-016,,8800%,,Balfour Pacific,"0.4500, 0.4500, 0.1000",", ,",Blackstone Group,,CBRE,,,,,,,,,Suburban,,8,1/1/2000,,Hamilton Partners,CBRE,Acquisition,41.80889,-88.11638,No,No
29317,Office,Medical,Sold,,,11/30/2009,800 Biesterfield Rd,Elk Grove Village,Illinois,60007,Alexian Brothers Medical Center MOB,Alexian Brothers Medical Center MOB,Chicago,Northwest,,A,Existing,,"69,753","69,753","$62,000,000",No,Yes,No,,08-32-100-015-0000,780.0%,9000%,,Keystone Property Group,1.0000,,Blackstone Group,,,,,,,,,,,Suburban,,7,1/1/2005,,NAI Hiffman,JLL,Acquisition,42.003451,-88.016661,No,No
4845,Office,Office,Sold,,,10/16/2009,303 W Madison St,Chicago,Illinois,60606,303 W Madison,,Chicago,West Loop,Wacker West,A,Existing,Multi-Tenant,"310,880","310,880","$17,848,058",No,No,No,,12-03-102-061-0000,780.0%,9000%,,"Angelo, Gordon & Company, White Oak Realty Partners, Fulcrum Asset Advisors",1.0000,,Columbia Property Trust,,CBRE,,,,,,,,,CBD,,26,1/1/1987,2/1/2000,GlenStar Properties,Golub & Company,Acquisition,41.881553,-87.635568,No,No
29427,Office,Office,Sold,,,9/22/2009,901 Warrenville Rd,Lisle,Illinois,60532,Arboretum Lakes II,Arboretum Lakes,Chicago,Western East-West,,A,Existing,,"159,806","159,806","$49,716,667",No,Yes,No,,08-02-104-001,,7120%,,"Angelo, Gordon & Company",1.0000,,Kennedy Associates,,Grubb & Ellis,,,,,,,,,Suburban,,6,1/1/1986,,JLL,Cushman & Wakefield,Acquisition,41.807434,-88.07016,No,No
28039,Office,Office,Sold,,,9/22/2009,1011 Warrenville Rd,Lisle,Illinois,60532,Arboretum Lakes West,,Chicago,Western East-West,,A,Existing,,"195,426","188,675","$59,048,229",No,Yes,No,,08-03-402-020,,7780%,,"GlenStar Properties, Walton Street Capital",1.0000,,"Hamilton Partners, JSQ Commercial, LLC",,Grubb & Ellis,,,,,,,,,Suburban,,7,1/1/1998,,Walgreens,Avison Young,Acquisition,41.807045,-88.074165,No,No
209140,Office,Office,Sold,,,7/30/2009,955 American Ln,Schaumburg,Illinois,60173,Experian Campus East,Experian Campus,Chicago,Northwest,Schaumburg,A,Existing,Single-Tenant,"177,893","177,893","$17,771,658",No,No,No,,,,10000%,,Rubenstein Partners,1.0000,,Marc Realty,,JLL,,,,,,,,,Suburban,,4,1/1/1986,1/1/1999,Lincoln Property Company,Cushman & Wakefield,Acquisition,42.047443,-88.055163,No,No
28479,Office,Office,Sold,,,12/1/2008,2 Lincoln Ctr,Oakbrook Terrace,Illinois,60181,Two Lincoln Centre,Two Lincoln Centre,Chicago,Eastern East-West,Oak Brook,A,Existing,,"253,000","253,000","$23,400,000",No,No,No,,06-21-402-042,,10000%,,Equus Capital Partners,1.0000,,Deutsche Asset & Wealth Management,,,,,,,,,,,Suburban,,10,1/1/2001,,GlenStar Properties,Transwestern,Acquisition,41.846134,-87.985252,No,No
28775,Office,Office,Sold,,,7/25/2008,3 Parkway N,Deerfield,Illinois,60015,Three Parkway North,Parkway North Center,Chicago,North Lake County,,A,Existing,Multi-Tenant,"255,407","257,555","$6,885,000",No,Yes,No,,16-31-101-042,,8060%,,Farbman Group,1.0000,,"Fulcrum Asset Advisors, Angelo, Gordon & Company",,Cushman & Wakefield,,,,,,,,,Suburban,,5,1/1/1997,,CBRE,JLL,Acquisition,42.162907,-87.879333,No,No
28924,Office,Office,Sold,,,7/25/2008,4 Parkway N,Deerfield,Illinois,60015,Four Parkway North,Parkway North Center,Chicago,North Lake County,,A,Existing,,"177,880","177,880","$22,737,092",No,Yes,No,,16-31-101-041,,10000%,,KBS Realty Advisors,1.0000,,Deutsche Asset & Wealth Management,,Cushman & Wakefield,,,,,,,,,Suburban,,5,1/1/1999,,JLL,Helios Properties,Acquisition,42.162287,-87.880544,No,No
29146,Office,Office,Sold,,,7/25/2008,6 Parkway N,Deerfield,Illinois,60015,Six Parkway North,Parkway North Center,Chicago,North Lake County,,A,Existing,,"96,054","95,257","$16,235,090",No,Yes,No,,16-31-101-039,,10000%,,Fairbridge Partners LLC,1.0000,,Gramercy Property Trust,,Cushman & Wakefield,,,,,,,,,Suburban,,4,1/1/1998,,Cushman & Wakefield,Senior Housing Properties Trust,Acquisition,42.164551,-87.879761,No,No
29414,Office,Office,Sold,,,7/25/2008,9 Parkway N,Deerfield,Illinois,60015,Nine Parkway North,Parkway North Center,Chicago,North Lake County,,A,Existing,,"132,867","132,867","$48,086,077",No,Yes,No,,16-31-101-036,,6800%,,GE Real Estate,1.0000,,AREA Property Partners,,Cushman & Wakefield,,,,,,,,,Suburban,,5,1/1/2002,,Colliers International,JLL,Acquisition,42.165585,-87.881302,No,No
27983,Office,Office,Sold,,,7/25/2008,10 Parkway N,Deerfield,Illinois,60015,Ten Parkway North,Parkway North Center,Chicago,North Lake County,,A,Existing,Multi-Tenant,"99,566","99,811","$344,000,000",No,Yes,No,,16-31-101-045,,10000%,,Sterling Bay,1.0000,,"Blackstone Group, JP Morgan Chase & Company",,Cushman & Wakefield,,,,,,,,,Suburban,,3,1/1/2000,,Avison Young,CBRE,Acquisition,42.163235,-87.882379,No,No
28056,Office,Office,Sold,,,7/1/2008,1033 University Pl,Evanston,Illinois,60201,University Place,Evanston Research Park,Chicago,North Cook County,Evanston,A,Existing,Multi-Tenant,"55,685","55,685","$18,700,000",No,Yes,No,,11-18-112-021-0000,,8970%,,"SoundView Real Estate Partners, LLC, Transwestern",1.0000,,CarrAmerica,,Transwestern,,,,,,,,,Suburban,,4,1/1/1991,,JLL,Walton Street Capital,Acquisition,42.051098,-87.685918,No,No
29032,Office,Office,Sold,,,3/20/2008,5 Revere Dr,Northbrook,Illinois,60062,One Northbrook Place,Northbrook Place,Chicago,North Cook County,,A,Existing,Multi-Tenant,"174,978","174,978","$21,000,000",No,No,No,,04-02-101-021-0000,800.0%,8850%,,GE Real Estate,1.0000,,"Whitehall, Lincoln Property Company",,Cushman & Wakefield,,,,,,,,,Suburban,,5,1/1/1983,,Cushman & Wakefield,Sterling Bay,Acquisition,42.151809,-87.805035,No,No
29372,Office,Office,Sold,,,2/15/2008,8410 W Bryn Mawr Ave,Chicago,Illinois,60631,8410 West Bryn Mawr,US Cellular Plaza,Chicago,O'Hare,,A,Existing,Multi-Tenant,"200,000","200,000","$31,767,327",No,No,No,,12-02-304-008-0000,790.0%,10000%,,Blackstone Group,"0.5000, 0.5000",",",Walgreens,,Cushman & Wakefield,,,,,,,,,Suburban,,11,1/1/1981,1/1/1993,Hamilton Partners,Hines,Acquisition,41.981921,-87.837775,No,No
29374,Office,Office,Sold,,,2/15/2008,8430 W Bryn Mawr Ave,Chicago,Illinois,60631,8430 West Bryn Mawr,US Cellular Plaza,Chicago,O'Hare,,A,Existing,Multi-Tenant,"200,000","212,045","$153,000,000",No,No,No,,12-02-304-008-0000,,8710%,,Northwestern Mutual,"0.5000, 0.5000",",",GC Realty & Development,,Cushman & Wakefield,,,,,,,,,Suburban,,11,1/1/1981,1/1/1993,MB Real Estate Services,Walton Street Capital,Acquisition,41.983225,-87.839778,No,No
5844,Office,Office,Sold,,,1/1/2008,77 W Wacker Dr,Chicago,Illinois,60601,77 West Wacker,,Chicago,Central Loop,,A,Existing,,"959,258","959,258","$56,971,500",No,No,No,,17-09-421-013-0000,,9300%,,"Brookfield Office Properties, Blackstone Group",1.0000,,The Opus Group,,,,,,,,,,,CBD,,51,1/1/1992,,NAI Hiffman,JLL,Acquisition,41.886453,-87.630617,No,Yes
29069,Office,Office,Sold,,,12/31/2007,5202 Old Orchard Rd,Skokie,Illinois,60077,Old Orchard Tower,Old Orchard Towers,Chicago,North Cook County,,A,Existing,Multi-Tenant,"168,049","168,049","$191,000,000",No,Yes,No,,10-09-102-063-0000,500.0%,9030%,,Fulcrum Asset Advisors,1.0000,,Lincoln Property Company,,Cushman & Wakefield,,,,,,,,,Suburban,,7,1/1/1983,5/1/2006,Walgreens,JLL,Acquisition,42.064905,-87.757082,No,No
29076,Office,Office,Sold,,,12/31/2007,5250 Old Orchard Rd,Skokie,Illinois,60077,Old Orchard South Tower,Old Orchard Towers,Chicago,North Cook County,,A,Existing,Multi-Tenant,"167,918","167,918","$100,000,000",No,Yes,No,,10-09-102-061-0000,500.0%,8830%,,KBS Realty Advisors,1.0000,,Overlook Associates,,Cushman & Wakefield,,,,,,,,,Suburban,,7,1/1/1981,1/1/2006,MB Real Estate Services,Walton Street Capital,Acquisition,42.063488,-87.758333,No,No
28487,Office,Office,Sold,,,11/15/2007,20 N Martingale Rd,Schaumburg,Illinois,60173,Woodfield Preserve ll,Woodfield Preserve Office Center,Chicago,Northwest,Schaumburg,A,Existing,Multi-Tenant,"305,586","342,179","$170,000,000",Yes,Yes,No,,07-24-401-004-0000,625.0%,6580%,,Prudential Insurance Company of America,1.0000,,Prentiss Properties,,CBRE,,,,,,,,,Suburban,,6,1/1/2001,,Transwestern,Van Vlissingen & Company,Acquisition,42.027054,-88.033455,No,No
27982,Office,Office,Sold,,,11/15/2007,10 N Martingale Rd,Schaumburg,Illinois,60173,Woodfield Preserve I,Woodfield Preserve Office Center,Chicago,Northwest,Schaumburg,A,Existing,Multi-Tenant,"304,876","304,876","$135,000,000",Yes,Yes,No,,07-24-401-003-0000,625.0%,9820%,,True North Management Group,1.0000,,Vectren Corporation,,CBRE,,,,,,,,,Suburban,,6,1/1/2000,,"Office Space Chicago, Inc.",JLL,Acquisition,42.025755,-88.032473,No,No
28968,Office,Office,Sold,,,10/31/2007,425 N Martingale Rd,Schaumburg,Illinois,60173,425 North Martingale,Woodfield Corporate Center,Chicago,Northwest,Schaumburg,A,Existing,Multi-Tenant,"437,641","437,641","$145,000,000",No,Yes,No,,07-24-201-015-0000,,8570%,,"TMW Real Estate, PGIM Real Estate","0.5000, 0.5000",",",Riverway Holdings,,CBRE,,,,,,,,,Suburban,,21,1/1/1986,1/1/2009,Colliers International,CBRE,Acquisition,42.035648,-88.034635,No,No
29012,Office,Office,Sold,,,10/31/2007,475 N Martingale Rd,Schaumburg,Illinois,60173,475 North Martingale,Woodfield Corporate Ctr,Chicago,Northwest,Schaumburg,A,Existing,Multi-Tenant,"284,603","284,603","$490,000,000",No,Yes,No,,07-24-201-015-0000,,8250%,,Tishman Speyer,"0.5000, 0.5000",",",Nuveen Real Estate,,CBRE,,,,,,,,,Suburban,,13,1/1/1986,1/1/2009,Colliers International,,Acquisition,42.036593,-88.034769,No,No
28104,Office,Office,Sold,,,10/17/2007,111 S Pfingsten Rd,Deerfield,Illinois,60015,111 South Pfingsten,,Chicago,North Cook County,,A,Existing,Multi-Tenant,"120,927","120,927","$100,000,000",No,No,No,,04-04-100-011-0000,,5900%,,CBRE Global Investors,1.0000,,Piedmont Office Realty Trust,,CBRE,,,,,,,,,Suburban,,4,1/1/1986,1/1/2017,JLL,Colliers International,Acquisition,42.151489,-87.847254,No,No
29057,Office,Office,Sold,,,10/15/2007,5100 River Rd,Schiller Park,Illinois,60176,5100 River,,Chicago,O'Hare,,A,Existing,,"151,104","151,104","$67,694,036",No,No,No,,12-10-300-064-0000,,9310%,,CommonWealth Partners,1.0000,,"BlackRock, Tishman Speyer",,Lehman Bros Holdings,,,,,,,,,Suburban,,4,1/1/2000,,GlenStar Properties,JLL,Acquisition,41.972701,-87.862794,No,No
28640,Office,Office,Sold,,,9/10/2007,2355 Waukegan Rd,Bannockburn,Illinois,60015,Bannockburn Lakes III,Bannockburn Lake Office Plaza,Chicago,North Lake County,,A,Existing,Single-Tenant,"106,495","106,495","$101,500,000",No,No,No,,16-20-200-040,,320%,,Golub & Company,1.0000,,City of San Jose Police and Fire Dept. Retirement,,Cushman & Wakefield,,,,,,,,,Suburban,,3,1/1/1980,,Sterling Bay,CBRE,Acquisition,42.195225,-87.855064,No,No
28667,Office,Office,Sold,,,9/6/2007,25 NW Point Blvd,Elk Grove Village,Illinois,60007,25 NW Point,,Chicago,Northwest,,A,Existing,Multi-Tenant,"207,136","207,136","$422,065,190",No,No,No,,08-21-202-080-0000,,7640%,,"Angelo, Gordon & Company",1.0000,,LNR Partners,,Transwestern,,,,,,,,,Suburban,,10,1/1/1989,,Bradford Allen Realty Services,Zeller Realty Group,Acquisition,42.032318,-87.984352,No,No
5206,Office,Mixed-Use,Sold,,,8/21/2007,425 S Financial Pl,Chicago,Illinois,60605,425 S Financial Place,,Chicago,Central Loop,,A,Existing,,"1,041,292","1,041,292","$7,810,129",No,Yes,No,,17-16-242-023-0000,,9060%,,The Duchossois Group,1.0000,,"PGIM Real Estate, GlenStar Properties, 263 Shuman LLC",,,,,,,,,,,CBD,,39,1/1/1984,1/1/2015,Marc Realty,JLL,Acquisition,41.875732,-87.631973,No,No
3162,Office,Office,Sold,,,8/21/2007,10 S Riverside Plz,Chicago,Illinois,60606,10 South Riverside Plaza,West Loop Riverside Plaza Center,Chicago,West Loop,,A,Existing,,"705,445","705,445","$71,430,693",No,Yes,No,,17-16-104-005-6001,,9710%,,"Tishman Speyer, National Pension Service of Korea",1.0000,,Griffin Capital Corporation,,,,,,,,,,,CBD,,22,1/1/1965,1/1/2016,JLL,Cole Real Estate Income Strategy Daily Nav Inc.,Acquisition,41.881673,-87.6388,No,No
28032,Office,Mixed-Use,Sold,,,8/15/2007,1007 Church St,Evanston,Illinois,60201,Church Street Office Center,,Chicago,North Cook County,Evanston,A,Existing,Multi-Tenant,"153,389","153,389","$14,000,000",No,No,No,,11-18-123-012-0000,718.0%,10000%,,Ventas,1.0000,,New York Life Insurance,CBRE,NorthMarq,,,,,,,,,Suburban,,8,1/1/1984,1/1/2010,CBRE,MB Real Estate Services,Acquisition,42.048543,-87.685769,No,No
28690,Office,Office,Sold,,,8/2/2007,2500 Westfield Dr,Elgin,Illinois,60124,Westfield Business Park,Westfield Business Park,Chicago,Northwest,,A,Existing,,"420,903","507,903","$255,000,000",No,No,No,,,,9070%,,CBRE Global Investors,1.0000,,Shuwa Investments,,,,,,,,,,,Suburban,,3,1/1/1989,,JLL,"PWA Real Estate, LLC",Acquisition,42.078011,-88.340523,No,No
